接続キー,種牡馬名,正規名,繁殖登録番号,ID確定区分,接続方法,完成区分,現代出走馬での役割,父出現数,母父出現数,母母父出現数,合計出現数,該当出走馬数,父_父祖先名,父_父M,父_母父祖先名,父_母父M,父_母母父祖先名,父_母母父M,母父_父祖先名,母父_父M,母父_母父祖先名,母父_母父M,母父_母母父祖先名,母父_母母父M,母母父_父祖先名,母母父_父M,母母父_母父祖先名,母母父_母父M,母母父_母母父祖先名,母母父_母母父M,9枝シグネチャ,監査注記
ID:1140007289,Pegasus Wind,Pegasus Wind,1140007289,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Mr. Prospector,極,Danzig,地,Halo,極,Hold Your Peace,極,Raise a Native,極,Porterhouse,極,Alydar,バ,Irish Castle,極,Commodore M.,極,極-地-極 | 極-極-極 | バ-極-極,
ID:1140007695,Peltzer,Peltzer,1140007695,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,High Chaparral,地,Tights,バ,Long Row,地,Gone West,地,Hero's Honor,地,Sir Ivor,極,Danehill,地,Mr. Prospector,極,Sir Ivor,極,地-バ-地 | 地-地-極 | 地-極-極,
ID:1140004144,Pembroke,Pembroke,1140004144,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Mr. Prospector,極,Secretariat,極,Tim Tam,極,Bold Ruler,極,Polynesian,極,Blue Larkspur,バ,Rosemont,バ,Heliopolis,地,Sweep,バ,極・極・極｜極・極・バ｜バ・地・バ,
ID:1140004467,Perugino,Perugino,1140004467,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Hail to Reason,極,Djeddah,極,Bimelech,極,Aristophanes,地,Advocate,極,Foxglove,極,地・バ・極｜極・極・極｜地・極・極,
ID:1140007076,Pilsudski,Pilsudski,1140007076,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Danzig,地,Buckpasser,極,Bold Lad (USA),極,Petingo,バ,Hornbeam,地,Pinza,極,Never Bend,極,Princequillo,極,Count Fleet,極,地・極・極｜バ・地・極｜極・極・極,
ID:1140007384,Pinatubo,Pinatubo,1140007384,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Giant's Causeway,地,Machiavellian,極,Troy,地,Darshaan,地,Miswaki,極,Crystal Palace,極,Sadler's Wells,地,Habitat,極,Runnymede,極,地-極-地 | 地-極-極 | 地-極-極,
ID:1140006490,Pins,Pins,1140006490,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Lunchtime,地,Grand Chaudiere,バ,Misty Day,極,Star Kingdom,地,Emperor,極,Ajax,極,Prince Chevalier,極,Nearco,極,Windsor Lad,極,地・バ・極｜地・極・極｜極・極・極,
ID:1140006270,Polish Pro,Polish Pro,1140006270,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父,0,1,0,1,1,Raise a Native,極,Nashua,極,Count Fleet,極,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Prince John,極,Ballymoss,極,Caldarium,極,極・極・極｜地・バ・極｜極・極・極,
ID:1140007392,Popular,Popular,1140007392,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Halo,極,Herbager,極,Cohoes,極,Mr. Prospector,極,Secretariat,極,Tim Tam,極,Northern Dancer,地,Victoria Park,極,Bull Page,極,極-極-極 | 極-極-極 | 地-極-極,
ID:1140003252,Practicante,Practicante,1140003252,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Timor,極,Gusty,極,Badruddin,極,Embrujo,極,,バ,,バ,Colombo,極,Teddy,バ,,バ,極・極・極｜極・バ・バ｜極・バ・バ,
ID:1140003961,Precocious,Precocious,1140003961,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Sing Sing,地,Grey Sovereign,極,Honeyway,極,Pall Mall,極,Vieux Manoir,極,Mieuxce,極,Panorama,極,Fair Trial,極,Solario,極,地・極・極｜極・極・極｜極・極・極,
ID:1140007191,Preferment,Preferment,1140007191,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Sir Tristram,極,Nureyev,地,Val de Loir,極,Danehill,地,Mr. Prospector,極,Sir Ivor,極,Bletchingly,地,Lunchtime,地,Coeur Volant,極,極-地-極 | 地-極-極 | 地-地-極,
ID:1140007603,Preservationist,Preservationist,1140007603,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Kris S.,極,Danzig,地,Alydar,バ,Northern Dancer,地,Delta Judge,地,Warfare,地,Seattle Slew,極,Secretariat,極,Buckpasser,極,極-地-バ | 地-地-地 | 極-極-極,
ID:1140007193,Pride Of Dubai,Pride Of Dubai,1140007193,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Machiavellian,極,Troy,地,Riverman,極,Danzig,地,His Majesty,地,Buckpasser,極,Round Table,極,My Babu,極,Hyperion,地,極-地-極 | 地-地-極 | 極-極-地,
ID:1140003263,Primo Dominie,Primo Dominie,1140003263,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Derring-Do,バ,Princely Gift,極,King Legend,極,Petition,極,Grey Sovereign,極,Solferino,極,Fair Trial,極,Beresford,極,Stefan the Great,極,バ・極・極｜極・極・極｜極・極・極,
ID:1140004704,Priolo,Priolo,1140004704,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,Bold Ruler,極,Mahmoud,極,Riverman,極,Klairon,極,East Side,極,Vandale,極,Escamillo,極,Firdaussi,極,地・極・極｜極・極・極｜極・極・極,
ID:1140007351,Prospective,Prospective,1140007351,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,A.P. Indy,バ,Mr. Prospector,極,Green Dancer,バ,Deputy Minister,地,Blushing Groom,極,Mr. Prospector,極,Seattle Slew,極,Bald Eagle,極,Dark Star,極,バ-極-バ | 地-極-極 | 極-極-極,
ID:1140007379,Protectionist,Protectionist,1140007379,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Konigsstuhl,極,Surumu,地,Authi,地,Nureyev,地,Alydar,バ,Habitat,極,Habitat,極,Claude,地,Ribot,極,極-地-地 | 地-バ-極 | 極-地-極,
ID:1130000883,Quack,Quack,1130000883,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,1,1,,Indian Hemp,地,Heelfly,極,Bull Dog,極,Prince Rose,極,Papyrus,極,White Eagle,バ,Fair Trial,極,Hurry On,バ,Gainsborough,極,地・極・極｜極・極・バ｜極・バ・極,
ID:1140003311,Rare Performer,Rare Performer,1140003311,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Raise a Native,極,Nashua,極,Count Fleet,極,Bimelech,極,War Admiral,極,Black Servant,バ,St. Germans,極,Ultimus,バ,,バ,極・極・極｜極・極・バ｜極・バ・バ,
ID:1140007014,Real Courage,Real Courage,1140007014,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Intentionally,極,Rough'n Tumble,極,War Relic,極,Graustark,地,Princequillo,極,War Admiral,極,Princequillo,極,John P.Grier,バ,,バ,極・極・極｜地・極・極｜極・バ・バ,
ID:1140007453,Red Clubs,Red Clubs,1140007453,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Roberto,極,Damascus,極,Nearctic,地,Primo Dominie,バ,Valiyar,極,Double Jump,極,Jaipur,極,Native Dancer,極,,バ,極-極-地 | バ-極-極 | 極-極-バ,
ID:1140001123,Red Sunset,Red Sunset,1140001123,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Nasrullah,極,Menow,極,Bull Dog,極,Tom Fool,極,Count Fleet,極,Halcyon,バ,Princequillo,極,Sir Cosmo,極,Friar Marcus,極,極・極・極｜極・極・バ｜極・極・極,
ID:1140001934,Reference Point,Reference Point,1140001934,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Never Bend,極,Princequillo,極,Count Fleet,極,Sir Gaylord,極,Occupy,極,Challenger,極,Crepello,極,Vimy,極,Court Martial,極,極・極・極｜極・極・極｜極・極・極,
ID:1140006526,Regal Ransom,Regal Ransom,1140006526,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Forty Niner,地,Danzig,地,Mr. Leader,極,Roberto,極,Damascus,極,Nearctic,地,Vice Regent,バ,Bunty's Flight,極,Jabneh,極,地-地-極 | 極-極-地 | バ-極-極,
ID:1140007597,Reload,Reload,1140007597,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Danzig,地,Turkoman,地,Roberto,極,Raise a Native,極,Nashua,極,Count Fleet,極,Graustark,地,Princequillo,極,,バ,地-地-極 | 極-極-極 | 地-極-バ,
ID:1140007404,Renat,Renat,1140007404,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Green Desert,地,Kris,地,Artaius,バ,Gone West,地,Hero's Honor,地,Sir Ivor,極,Vaguely Noble,地,Bald Eagle,極,Dark Star,極,地-地-バ | 地-地-極 | 地-極-極,
ID:1140007483,Rey de Oro,Rey de Oro,1140007483,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Kingmambo,地,Last Tycoon,地,Blakeney,地,Kris S.,極,Gold Meridian,地,Tri Jet,バ,Mr. Prospector,極,Buckpasser,極,Hasty Road,極,地-地-地 | 極-地-バ | 極-極-極,
ID:1140004685,Rhythm,Rhythm,1140004685,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Raise a Native,極,Nashua,極,Count Fleet,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1130000839,Riva Ridge,Riva Ridge,1130000839,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Turn-to,極,Bubbling Over,バ,Wrack,バ,Hyperion,地,Swynford,極,Neil Gow,バ,Dark Legend,極,Phalaris,極,,バ,極・バ・バ｜地・極・バ｜極・極・バ,
ID:1140007188,River Rough,River Rough,1140007188,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Noholme,地,Count Rendered,極,Red Mars,地,Princely Gift,極,Big Game,極,Hyperion,地,,バ,,バ,,バ,地・極・地｜極・極・地｜バ・バ・バ,
ID:1140004100,River Special,River Special,1140004100,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母父,0,1,0,1,,Never Bend,極,Prince John,極,Roman,極,Northern Dancer,地,Bull Page,極,Menow,極,Polynesian,極,Discovery,極,John P.Grier,バ,極・極・極｜地・極・極｜極・極・バ,
ID:1140004166,Roar,Roar,1140004166,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Mr. Prospector,極,Tom Rolfe,極,Double Jay,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Ribot,極,Alibhai,地,Beau Pere,極,極・極・極｜地・極・極｜極・地・極,
ID:1140003879,Rory's Jester,Rory's Jester,1140003879,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Baguette,バ,Wilkes,極,,バ,Buisson Ardent,極,Deux pour Cent,バ,Mahmoud,極,Golden Cloud,極,Mazarin,極,Gainsborough,極,バ・極・バ｜極・バ・極｜極・極・極,
ID:1140006898,Rulership,Rulership,1140006898,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Kingmambo,地,Last Tycoon,地,Blakeney,地,Kampala,極,Hornbeam,地,Preciptic,極,Northern Dancer,地,Victoria Park,極,Hyperion,地,地-地-地 | 極-地-極 | 地-極-地,
ID:1140003257,Ruthie's Native,Ruthie's Native,1140003257,確定,繁殖登録番号,I_v9.11_TARGET固定8代年代境界反映で完成,母母父,0,0,1,1,,Raise a Native,極,Nasrullah,極,Stimulus,バ,Bull Lea,極,Hyperion,地,Hurry On,バ,Blandford,極,Charless O'Malley,極,Robert le Diable,バ,極・極・バ｜極・地・バ｜極・極・バ,
ID:1140003012,Sagace,Sagace,1140003012,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Klairon,極,Cranach,極,Brantome,極,Val de Loir,極,Niccolo Dell'Arca,極,Pharos,極,Borealis,地,Dante,極,Monument,バ,極・極・極｜極・極・極｜地・極・バ,
ID:1140001935,Saint Cyrien,Saint Cyrien,1140001935,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Klairon,極,Cranach,極,Brantome,極,Never Bend,極,Prince John,極,Roman,極,Mourne,極,Prince Bio,極,Rialto,極,極・極・極｜極・極・極｜極・極・極,
ID:1140007701,Saintly Look,Saintly Look,1140007701,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Halo,極,Herbager,極,Cohoes,極,His Majesty,地,Majestic Prince,バ,Bold Ruler,極,Round Table,極,Court Martial,極,Gallant Fox,極,極-極-極 | 地-バ-極 | 極-極-極,
ID:1140006736,Savabeel,Savabeel,1140006736,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Sir Tristram,極,Nureyev,地,Val de Loir,極,Hold Your Peace,極,Dancing Champ,バ,High Hat,地,Nodouble,バ,Reverse,極,Johns Joy,極,極-地-極 | 極-バ-地 | バ-極-極,
ID:1140006023,Seattle Battle,Seattle Battle,1140006023,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,1,1,,Bold Reasoning,極,Poker,極,Jet Action,極,Native Dancer,極,Case Ace,バ,American Flag,極,Polynesian,極,Bull Lea,極,Sweep,バ,極・極・極｜極・バ・極｜極・極・バ,
ID:1140000917,Sensitive Prince,Sensitive Prince,1140000917,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Raise a Native,極,Royal Charger,極,Alibhai,地,Sideral,極,Embrujo,極,Parwiz,バ,Heliopolis,地,Stimulus,バ,,バ,極・極・地｜極・極・バ｜地・バ・バ,
ID:1140007612,Shakespeare,Shakespeare,1140007612,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Nureyev,地,Sassafras,バ,Hail to Reason,極,Hey Good Lookin,地,Palestinian,極,Olympia,地,Raise a Native,極,Tim Tam,極,Heliopolis,地,地-バ-極 | 地-極-地 | 極-極-地,
ID:1140007067,Shakin It Up,Shakin It Up,1140007067,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Real Quiet,地,Dehere,地,Blue Times,極,Seattle Slew,極,Strawberry Road,地,Hail to Reason,極,Deputy Minister,地,Mr. Prospector,極,Road At Sea,極,地-地-極 | 極-地-極 | 地-極-極,
ID:1140000959,Sham,Sham,1140000959,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,1,1,,Endeavour,極,Hyperion,地,Winalot,極,Prince Rose,極,Papyrus,極,White Eagle,バ,Phalaris,極,Chaucer,極,Minoru,バ,極・地・極｜極・極・バ｜極・極・バ,
ID:1140007595,Shancelot,Shancelot,1140007595,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Harlan's Holiday,地,Orientate,地,Carson City,極,Raja Baba,極,Proudest Roman,極,Dead Ahead,極,Kris S.,極,Your Alibhai,地,First Landing,極,地-地-極 | 極-極-極 | 極-地-極,
ID:1140006876,Shawklit Won,Shawklit Won,1140006876,確定,繁殖登録番号,N_v9.16高影響古血統反映で完成,母父,0,1,0,1,,Bold Forbes,極,Tobin Bronze,極,Summer Tan,地,Graustark,地,Jester,極,Battlefield,極,Bold Ruler,極,Democratic,極,Alycidon,地,極・極・地｜地・極・極｜極・極・地,
ID:1140005735,Sicyos,Sicyos,1140005735,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Northern Dancer,地,Court Martial,極,Formor,極,Sir Gaylord,極,Occupy,極,Challenger,極,My Babu,極,Deiri,バ,,バ,地・極・極｜極・極・極｜極・バ・バ,
ID:1140007482,Silver City,Silver City,1140007482,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Unbridled,極,Caro,極,Lucky Mel,地,Blushing Groom,極,Crimson Satan,極,Reneged,極,Northern Dancer,地,New Providence,極,Chop Chop,極,極-極-地 | 極-極-極 | 地-極-極,
ID:1140002357,Silver Series,Silver Series,1140002357,確定,繁殖登録番号,K_v9.13古血統精査反映で完成,母母父,0,0,1,1,,Bold Ruler,極,Roman,極,Princequillo,極,Heliopolis,地,Omaha,極,Stimulus,バ,Pharamond,極,Supremus,極,Roi Herode,バ,極・極・極｜地・極・バ｜極・極・バ,
ID:1140007717,Silver State,Silver State,1140007717,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Danzig,地,Turkoman,地,Roberto,極,Unbridled,極,El Gran Senor,地,In Reality,極,Wavering Monarch,極,Caro,極,Naskra,極,地-地-極 | 極-地-極 | 極-極-極,
ID:1140003963,Simply Great,Simply Great,1140003963,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Never Bend,極,Princequillo,極,Count Fleet,極,Val de Loir,極,Niccolo Dell'Arca,極,Pharos,極,Borealis,地,Dante,極,Monument,バ,極・極・極｜極・極・極｜地・極・バ,
ID:1140007120,Sioux Nation,Sioux Nation,1140007120,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Johannesburg,地,Mr. Prospector,極,Nijinsky,バ,Green Desert,地,ダンシングブレーヴ,バ,Mill Reef,バ,Storm Bird,地,Sir Ivor,極,Tim Tam,極,地-極-バ | 地-バ-バ | 地-極-極,
ID:1140003068,Sir Wiggle,Sir Wiggle,1140003068,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Petare,極,Blue Pair,バ,Waygood,バ,Nasrullah,極,Tai-Yang,極,Sardanapale,極,Beau Pere,極,,バ,,バ,極・バ・バ｜極・極・極｜極・バ・バ,
ID:1140002366,Skywalker,Skywalker,1140002366,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,In Reality,極,The Axe,極,Royal Note,極,Bold Ruler,極,Polynesian,極,Blue Larkspur,バ,Polynesian,極,Discovery,極,John P.Grier,バ,極・極・極｜極・極・バ｜極・極・バ,
ID:1140006993,Slade Power,Slade Power,1140006993,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Medicean,地,Spectrum,極,Drumalis,地,Chief's Crown,地,Gay Mecene,地,Riverman,極,Last Tycoon,地,Artaius,バ,Welsh Pageant,地,地-極-地 | 地-地-極 | 地-バ-地,
ID:1140004439,Slew Machine,Slew Machine,1140004439,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Bold Reasoning,極,Poker,極,Jet Action,極,Sheshoon,極,Ratification,極,Cranach,極,Nearco,極,Hyperion,地,Abbots Trace,極,極・極・極｜極・極・極｜極・地・極,
ID:1140006331,Slewdledo,Slewdledo,1140006331,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Bold Reasoning,極,Poker,極,Jet Action,極,,バ,,バ,,バ,,バ,,バ,,バ,極・極・極｜バ・バ・バ｜バ・バ・バ,
ID:1140006961,Smart Missile,Smart Missile,1140006961,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Danehill,地,Royal Academy,バ,Marauding,地,Red Ransom,極,Saratoga Six,バ,Creme dela Creme,地,Mr. Prospector,極,Dr. Fager,極,Correlation,極,地-バ-地 | 極-バ-地 | 極-極-極,
ID:1140000953,Smarten,Smarten,1140000953,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Turn-to,極,Beau Pere,極,Windsor Lad,極,Meadow,極,Diadochos,バ,Fisherman,バ,Heliopolis,地,Stimulus,バ,,バ,極・極・極｜極・バ・バ｜地・バ・バ,
ID:1140007305,Smiling Tiger,Smiling Tiger,1140007305,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Storm Cat,地,Caveat,極,Tom Cat,極,Fappiano,極,Le Fabuleux,極,In Reality,極,Minnesota Mac,極,Intentionally,極,Better Self,極,地-極-極 | 極-極-極 | 極-極-極,
ID:1140007402,Smooth Daddy,Smooth Daddy,1140007402,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Johannesburg,地,Mr. Prospector,極,Nijinsky,バ,Codex,地,Racing Room,極,Pretense,地,Lyphard,バ,Le Fabuleux,極,Gilles de Retz,極,地-極-バ | 地-極-地 | バ-極-極,
ID:1140007406,Soldier's Call,Soldier's Call,1140007406,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Oasis Dream,地,Zafonic,地,Warning,地,Polar Falcon,地,Exit to Nowhere,極,Shadeed,地,Nureyev,地,Buckpasser,極,Sir Gaylord,極,地-地-地 | 地-極-地 | 地-極-極,
ID:1140007192,Spartacus,Spartacus,1140007192,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Danzig,地,His Majesty,地,Buckpasser,極,Damascus,極,Francis S.,極,Correlation,極,Northern Dancer,地,Bull Page,極,Menow,極,地・地・極｜極・極・極｜地・極・極,
ID:1140007513,Special Week,Special Week,1140007513,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Halo,極,Understanding,極,Montparnasse,地,Nijinsky,バ,Buckpasser,極,Princequillo,極,Aureole,極,Nearco,極,Blandford,極,極・極・地｜バ・極・極｜極・極・極,
ID:1140005965,Splendent,Splendent,1140005965,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Nijinsky,バ,Damascus,極,Forli,地,Sir Gaylord,極,Occupy,極,Challenger,極,Court Martial,極,Mieuxce,極,Colombo,極,バ・極・地｜極・極・極｜極・極・極,
ID:1140005732,Spruce Bouquet,Spruce Bouquet,1140005732,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Herbager,極,Prince John,極,Ambiorix,極,Eight Thirty,極,Jack High,バ,Man o'War,極,Hyperion,地,Tracery,極,Wildfowler,バ,極・極・極｜極・バ・極｜地・極・バ,
ID:1140006631,Starcraft,Starcraft,1140006631,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Nureyev,地,Venture,極,Vandale,極,Tell,極,Damascus,極,Tulyar,極,Never Say Die,極,Dante,極,Hyperion,地,地・極・極｜極・極・極｜極・極・地,
