接続キー,種牡馬名,正規名,繁殖登録番号,ID確定区分,接続方法,完成区分,現代出走馬での役割,父出現数,母父出現数,母母父出現数,合計出現数,該当出走馬数,父_父祖先名,父_父M,父_母父祖先名,父_母父M,父_母母父祖先名,父_母母父M,母父_父祖先名,母父_父M,母父_母父祖先名,母父_母父M,母父_母母父祖先名,母父_母母父M,母母父_父祖先名,母母父_父M,母母父_母父祖先名,母母父_母父M,母母父_母母父祖先名,母母父_母母父M,9枝シグネチャ,監査注記
ID:1130000076,Secretariat,Secretariat,1130000076,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,18,18,,Nasrullah,極,Discovery,極,Pompey,極,Prince Rose,極,Papyrus,極,White Eagle,バ,Polymelian,バ,,バ,,バ,極・極・極｜極・極・バ｜バ・バ・バ,
ID:1140006740,Shackleford,Shackleford,1140006740,確定,繁殖登録番号,A_v9.3直接完成,父・母父,3,15,0,18,18,Storm Cat,地,Pleasant Colony,バ,Dr. Fager,極,Fappiano,極,Le Fabuleux,極,In Reality,極,Roberto,極,Lt. Stevens,極,War Admiral,極,地-バ-極 | 極-極-極 | 極-極-極,
ID:1140004316,Siphon,Siphon,1140004316,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母父・母母父,0,8,10,18,,Felicio,バ,Falkland,バ,Maki,極,Sideral,極,Tatan,極,Embrujo,極,Fort Napoleon,極,Tomy,極,,バ,バ・バ・極｜極・極・極｜極・極・バ,
ID:1140001793,Slewpy,Slewpy,1140001793,確定,繁殖登録番号,T_v9.21高影響祖先反映で完成,母母父,0,0,18,18,,Bold Reasoning,極,Poker,極,Jet Action,極,Princequillo,極,Count Fleet,極,Blue Larkspur,バ,Balladier,バ,Peter Hastings,バ,Man o'War,極,極・極・極｜極・極・バ｜バ・バ・極,
ID:1140006875,Violence,Violence,1140006875,確定,繁殖登録番号,A_v9.3直接完成,父・母父,9,9,0,18,18,El Prado,地,Bailjumper,地,Silent Screen,極,Mr. Prospector,極,Secretariat,極,Tim Tam,極,Storm Bird,地,Secretariat,極,Crimson Satan,極,地-地-極 | 極-極-極 | 地-極-極,
ID:1140004700,Yankee Victor,Yankee Victor,1140004700,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,2,16,18,18,Halo,極,Herbager,極,Cohoes,極,Fortino,極,Chamossaire,極,Solario,極,Bold Ruler,極,Le Haar,極,Fastnet,極,極-極-極 | 極-極-極 | 極-極-極,
ID:1140004599,Zieten,Zieten,1140004599,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,18,18,18,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Sir Gaylord,極,Occupy,極,Challenger,極,Val de Loir,極,Tornado,極,Djebel,極,地・バ・極｜極・極・極｜極・極・極,
ID:1120002552,サングレーザー,サングレーザー,1120002552,確定,繁殖登録番号,A_v9.3直接完成,父,18,0,0,18,18,サンデーサイレンス,地,Alzao,バ,Busted,極,Vice Regent,バ,Bunty's Flight,極,Jabneh,極,Lord Gaylord,極,Gallant Man,極,Tom Fool,極,地-バ-極 | バ-極-極 | 極-極-極,
ID:1120002457,バンドワゴン,バンドワゴン,1120002457,確定,繁殖登録番号,A_v9.3直接完成,父,18,0,0,18,18,ダンシングブレーヴ,バ,Ela - Mana - Mou,地,Tyrant,極,Unbridled,極,Caro,極,Lucky Mel,地,Seattle Slew,極,Alydar,バ,Nijinsky,バ,バ-地-極 | 極-極-地 | 極-バ-バ,
ID:1120000731,メジロテイターン,メジロテイターン,1120000731,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,18,18,,パーソロン,極,First Fiddle,バ,War Admiral,極,Mourne,極,Prince Bio,極,Rialto,極,Atys,極,Tourbillon,極,The Vizier,バ,極・バ・極｜極・極・極｜極・極・バ,
ID:1120001120,ラグビーボール,ラグビーボール,1120001120,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,18,18,18,Northern Dancer,地,Le Beau Prince,極,Alizier,極,Vieux Manoir,極,Teleferique,極,Biribi,極,Prince Bio,極,Nearco,極,Blenheim,極,地・極・極｜極・極・極｜極・極・極,
ID:1140006557,Awesome of Course,Awesome of Course,1140006557,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,8,9,17,17,Deputy Minister,地,Blushing Groom,極,Mr. Prospector,極,Northern Dancer,地,Court Martial,極,Formor,極,Exclusive Native,極,Crafty Admiral,極,Volcanic,極,地-極-極 | 地-極-極 | 極-極-極,
ID:1130000863,Caro,Caro,1130000863,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,17,17,,Grey Sovereign,極,Relic,極,Orsenigo,極,Precipitation,極,Cameronian,極,Tetratema,極,Gainsborough,極,Sundridge,バ,Ayrshire,バ,極・極・極｜極・極・極｜極・バ・バ,
ID:1140006916,Deep Impact,Deep Impact,1140006916,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,1,14,2,17,17,Halo,極,Understanding,極,Montparnasse,地,Lyphard,バ,Sir Ivor,極,Roman,極,Crepello,極,Vimy,極,Court Martial,極,極-極-地 | バ-極-極 | 極-極-極,
ID:1140006397,Flower Alley,Flower Alley,1140006397,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,11,6,17,17,Forty Niner,地,Danzig,地,Mr. Leader,極,Mr. Prospector,極,Lyphard,バ,High Hat,地,Northern Dancer,地,Bold Reason,極,Forli,地,地-地-極 | 極-バ-地 | 地-極-地,
ID:1140001823,Lord At War,Lord At War,1140001823,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母父・母母父,0,1,16,17,,Brigadier Gerard,極,Pan,極,,バ,Ribot,極,Petition,極,Umidwar,極,Aristophanes,地,Pont l'Eveque,極,Congreve,極,極・極・バ｜極・極・極｜地・極・極,
ID:1140001122,Lyphard's Special,Lyphard's Special,1140001122,確定,繁殖登録番号,D_v9.4-v9.6追加祖先反映で完成,母母父,0,0,17,17,,Northern Dancer,地,Court Martial,極,Formor,極,Double Jay,極,War Admiral,極,Blue Larkspur,バ,Blue Larkspur,バ,Sir Gallahad,極,High Time,バ,地・極・極｜極・極・バ｜バ・極・バ,
ID:1140002486,Mining,Mining,1140002486,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,16,17,17,Raise a Native,極,Nashua,極,Count Fleet,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,Raise a Native,極,Royal Charger,極,Alibhai,地,極・極・極｜極・極・バ｜極・極・地,
ID:1140004498,Out of Place,Out of Place,1140004498,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父・母母父,0,5,12,17,,Best Turn,バ,Ballydonnell,極,Carrier Pigeon,バ,Sword Dancer,極,My Babu,極,Sickle,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,バ・極・バ｜極・極・極｜極・極・バ,
ID:1140005916,Saint Liam,Saint Liam,1140005916,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,12,5,17,17,Halo,極,Herbager,極,Cohoes,極,Fappiano,極,Dr. Fager,極,Nearctic,地,Northern Dancer,地,Court Martial,極,Formor,極,極-極-極 | 極-極-地 | 地-極-極,
ID:1140005747,Sevres Rose,Sevres Rose,1140005747,確定,繁殖登録番号,S_v9.20高影響祖先反映で完成,母父・母母父,0,6,11,17,,Nijinsky,バ,Round Table,極,Hail to Reason,極,Noholme,地,Count Fleet,極,Pavot,極,Tourment,極,Cranach,極,Brantome,極,バ・極・極｜地・極・極｜極・極・極,
ID:1140004062,Spectrum,Spectrum,1140004062,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,1,16,17,17,Blushing Groom,極,Herbager,極,Raise a Native,極,Riverman,極,Klairon,極,East Side,極,Native Dancer,極,Noor,極,Challenger,極,極・極・極｜極・極・極｜極・極・極,
ID:1140004604,Starborough,Starborough,1140004604,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母父・母母父,0,2,15,17,,Nureyev,地,Venture,極,Vandale,極,Damascus,極,Never Bend,極,Tatan,極,Petare,極,Blue Pair,バ,Waygood,バ,地・極・極｜極・極・極｜極・バ・バ,
ID:1140005411,Successful Appeal,Successful Appeal,1140005411,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,14,3,17,17,In Reality,極,Moslem Chief,地,,バ,Northern Prospect,バ,Lucky Debonair,極,Palestinian,極,Northern Dancer,地,Swaps,地,Princequillo,極,極-地-バ | バ-極-極 | 地-地-極,
ID:1140006744,Super Saver,Super Saver,1140006744,確定,繁殖登録番号,A_v9.3直接完成,父・母父,5,12,0,17,17,Wavering Monarch,極,Caro,極,Naskra,極,Seattle Slew,極,Secretariat,極,Buckpasser,極,Raise a Native,極,Nashua,極,Count Fleet,極,極-極-極 | 極-極-極 | 極-極-極,
ID:1140001449,Thatching,Thatching,1140001449,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,17,17,,Forli,地,Nantallah,極,Gold Bridge,極,Owen Tudor,地,Rustom Pasha,極,The Tetrarch,バ,Dante,極,Dastur,極,Arion,バ,地・極・極｜地・極・バ｜極・極・バ,
ID:1130001369,The Minstrel,The Minstrel,1130001369,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,17,17,,Nearctic,地,Native Dancer,極,Mahmoud,極,Chop Chop,極,Windfields,極,Osiris,極,Bull Lea,極,Blue Larkspur,バ,,バ,地・極・極｜極・極・極｜極・バ・バ,
ID:1140004509,Victory Gallop,Victory Gallop,1140004509,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,7,10,17,17,Fappiano,極,Hoist the Flag,極,Dedicate,極,Northern Dancer,地,Menetrier,極,Windfields,極,Hail to Reason,極,Cosmic Bomb,極,Mahmoud,極,極-極-極 | 地-極-極 | 極-極-極,
ID:1140005847,Yonaguska,Yonaguska,1140005847,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,10,7,17,17,Runaway Groom,極,Silver Saber,極,Francis S.,極,Mr. Prospector,極,Halo,極,Misty Flight,極,Buckpasser,極,No Robbery,地,Prince Bio,極,極-極-極 | 極-極-極 | 極-地-極,
ID:1120000897,パドスール,パドスール,1120000897,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,17,17,,Never Bend,極,Princequillo,極,Count Fleet,極,Mossborough,極,William of Valence,極,Bold Archer,バ,Bellini,極,Havresac,極,Spearmint,バ,極・極・極｜極・極・バ｜極・極・バ,
ID:1120002046,マイネルセレクト,マイネルセレクト,1120002046,確定,繁殖登録番号,A_v9.3直接完成,母父,0,17,0,17,17,Mr. Prospector,極,Tom Rolfe,極,Double Jay,極,Nijinsky,バ,Pardao,地,Nasrullah,極,Sanctus,極,Worden,極,Prince Bio,極,極-極-極 | バ-地-極 | 極-極-極,
ID:1120002606,ワールドプレミア,ワールドプレミア,1120002606,確定,繁殖登録番号,A_v9.3直接完成,父,17,0,0,17,17,サンデーサイレンス,地,Alzao,バ,Busted,極,Surumu,地,Aggressor,極,,バ,Northern Dancer,地,Tudor Minstrel,地,Stymie,極,地-バ-極 | 地-極-バ | 地-地-極,
ID:1140005332,Aldebaran,Aldebaran,1140005332,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,13,3,16,16,Raise a Native,極,Nashua,極,Count Fleet,極,Damascus,極,Buckpasser,極,Swaps,地,Northern Dancer,地,Occupy,極,Challenger,極,極-極-極 | 極-極-地 | 地-極-極,
ID:1140006544,Anabaa Blue,Anabaa Blue,1140006544,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,10,6,16,16,Danzig,地,Gay Mecene,地,Riverman,極,Never Bend,極,Prince John,極,Roman,極,Agio,極,Prince Chevalier,極,Big Game,極,地-地-極 | 極-極-極 | 極-極-極,
ID:1140006107,Any Given Saturday,Any Given Saturday,1140006107,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,11,5,16,16,Forty Niner,地,Danzig,地,Mr. Leader,極,Seattle Slew,極,Secretariat,極,Buckpasser,極,Bold Bidder,極,Promised Land,極,To Market,極,地-地-極 | 極-極-極 | 極-極-極,
ID:1140006106,Authorized,Authorized,1140006106,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,1,10,5,16,16,Sadler's Wells,地,Top Ville,バ,Tennyson,極,Rainbow Quest,極,Welsh Pageant,地,Hyperion,地,Northern Dancer,地,Court Martial,極,Formor,極,地-バ-極 | 極-地-地 | 地-極-極,
ID:1140006901,Equal Stripes,Equal Stripes,1140006901,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,15,1,16,16,Blushing Groom,極,Lyphard,バ,Prominer,地,Northern Jove,地,Dr. Fager,極,Santa Claus,極,Martinet,極,Pronto,極,Prince Canarina,地,極-バ-地 | 地-極-極 | 極-極-地,
ID:1140007047,Frosted,Frosted,1140007047,確定,繁殖登録番号,A_v9.3直接完成,父・母父,15,1,0,16,16,Pulpit,地,Unbridled,極,Nijinsky,バ,Vice Regent,バ,Bunty's Flight,極,Jabneh,極,Seattle Slew,極,Pass the Glass,バ,Bold Bidder,極,地-極-バ | バ-極-極 | 極-バ-極,
ID:1140003406,Garde Royale,Garde Royale,1140003406,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,16,16,,Never Bend,極,Princequillo,極,Count Fleet,極,Prince Bio,極,Rialto,極,Alcantara,バ,Owen Tudor,地,Victrix,バ,Ksar,バ,極・極・極｜極・極・バ｜地・バ・バ,
ID:1140006622,Kendargent,Kendargent,1140006622,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,1,14,1,16,16,Kenmare,極,Gay Mecene,地,Djakao,地,Mendez,地,Breton,極,Alcide,地,Kalamoun,極,Sea-Bird,極,Sayajirao,極,極-地-地 | 地-極-地 | 極-極-極,
ID:1130000167,Le Fabuleux,Le Fabuleux,1130000167,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,16,16,,Rialto,極,Blandford,極,Ksar,バ,Pinceau,極,La Farina,極,Beppo,極,Dark Legend,極,Phalaris,極,,バ,極・極・バ｜極・極・極｜極・極・バ,
ID:1140006183,Leroidesanimaux,Leroidesanimaux,1140006183,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,1,13,2,16,16,Blushing Groom,極,Lyphard,バ,Prominer,地,Lorenzaccio,極,Martial,極,Whistler,極,High Hat,地,Chanteur,極,Djebel,極,極-バ-地 | 極-極-極 | 地-極-極,
ID:1140006036,Lost Soldier,Lost Soldier,1140006036,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,13,16,16,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Bold Ruler,極,Princequillo,極,Caruso,バ,Turn-to,極,Blue Swords,極,Sir Gallahad,極,地・バ・極｜極・極・バ｜極・極・極,
ID:1140006569,Munnings,Munnings,1140006569,確定,繁殖登録番号,A_v9.3直接完成,父・母父,7,9,0,16,16,Gone West,地,Storm Cat,地,Chieftain,極,Great Above,極,Al Hattab,バ,Grey Dawn,極,General,極,Con Brio,極,Atlas,地,地-地-極 | 極-バ-極 | 極-極-地,
ID:1140005673,Officer,Officer,1140005673,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,6,10,16,16,Skywalker,バ,Buffalo Lark,バ,Third Martini,地,Seattle Slew,極,Green Dancer,バ,Swaps,地,Raise a Native,極,Delta Judge,地,Mr. Trouble,極,バ-バ-地 | 極-バ-地 | 極-地-極,
ID:1140003893,Peaks and Valleys,Peaks and Valleys,1140003893,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,13,16,16,Blushing Groom,極,Crimson Satan,極,Reneged,極,Nijinsky,バ,Val de Loir,極,Spy Song,極,Never Bend,極,Mahmoud,極,Umidwar,極,極・極・極｜バ・極・極｜極・極・極,
ID:1140006052,Posse,Posse,1140006052,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,13,3,16,16,Deputy Minister,地,Mr. Prospector,極,Road At Sea,極,Blushing Groom,極,Halo,極,Herbager,極,Hail to Reason,極,Nashua,極,Bull Lea,極,地-極-極 | 極-極-極 | 極-極-極,
ID:1140003888,Sanglamore,Sanglamore,1140003888,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,16,16,16,Atan,地,Rockefella,地,Majano,極,Riverman,極,Klairon,極,East Side,極,Worden,極,Phil Drake,極,Djebel,極,地・地・極｜極・極・極｜極・極・極,
ID:1140006376,Sholokhov,Sholokhov,1140006376,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,10,6,16,16,Northern Dancer,地,Bold Reason,極,Forli,地,Sir Gaylord,極,Court Martial,極,Hyperion,地,Forli,地,Bold Ruler,極,Polynesian,極,地-極-地 | 極-極-地 | 地-極-極,
ID:1140003328,Sky Classic,Sky Classic,1140003328,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,5,11,16,16,Northern Dancer,地,Bull Page,極,Menow,極,Noholme,地,Double Jay,極,Don Bingo,極,Nasrullah,極,Khaled,地,Beau Pere,極,地・極・極｜地・極・極｜極・地・極,
ID:1140004682,Souvenir Copy,Souvenir Copy,1140004682,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,6,10,16,16,Raise a Native,極,Nashua,極,Count Fleet,極,Northern Dancer,地,Forli,地,Nantallah,極,Hail to Reason,極,Tom Fool,極,Prince Bio,極,極-極-極 | 地-地-極 | 極-極-極,
ID:1140003804,Storm Boot,Storm Boot,1140003804,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,13,16,16,Storm Bird,地,Secretariat,極,Crimson Satan,極,Raise a Native,極,Nashua,極,Count Fleet,極,Princequillo,極,Sir Cosmo,極,Friar Marcus,極,地・極・極｜極・極・極｜極・極・極,
ID:1120002277,オウケンブルースリ,オウケンブルースリ,1120002277,確定,繁殖登録番号,A_v9.3直接完成,父・母父,11,5,0,16,16,トニービン,地,Nureyev,地,Nodouble,バ,Deputy Minister,地,Mr. Prospector,極,Road At Sea,極,Northern Dancer,地,,バ,,バ,地-地-バ | 地-極-極 | 地-バ-バ,
ID:1120000802,カツラギエース,カツラギエース,1120000802,確定,繁殖登録番号,W_v9.24高影響祖先反映で完成,母母父,0,0,16,16,,King's Troop,極,The Phoenix,極,Nearco,極,Relic,極,Pherozshah,極,Easton,極,Djebel,極,King Salmon,極,Schiavoni,極,極・極・極｜極・極・極｜極・極・極,
ID:1120001688,サニーブライアン,サニーブライアン,1120001688,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,8,8,16,16,Roberto,極,Graustark,地,Hasty Road,極,Northern Dancer,地,Alycidon,地,Signal Light,極,Princely Gift,極,Legend of France,極,Blenheim,極,極・地・極｜地・地・極｜極・極・極,
ID:1120002625,ジャンダルム,ジャンダルム,1120002625,v9.3正本ID,v9.3 ID＋入力名エイリアス,v9.3直接完成・同名個体監査済,父,16,0,0,16,16,El Prado,地,Lear Fan,極,L'Enjoleur,バ,Halo,極,Understanding,極,Montparnasse,地,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,地・極・バ｜極・極・地｜地・バ・極,v9.3「04_1302頭9枝」に同一個体として完成済み。 2015年生Kitten's Joy産駒の現代馬を採用し、旧同名馬は除外。
ID:1120000499,ダンサーズイメージ,ダンサーズイメージ,1120000499,確定,繁殖登録番号,O_v9.17高影響古血統反映で完成,母母父,0,0,16,16,,Polynesian,極,Discovery,極,John P.Grier,バ,Nasrullah,極,Bahram,極,Dark Legend,極,Swynford,極,Great Sport,バ,Royal Realm,極,極・極・バ｜極・極・極｜極・バ・極,
ID:1120001385,ポリッシュネイビー,ポリッシュネイビー,1120001385,確定,繁殖登録番号,I_v9.11_TARGET固定8代年代境界反映で完成,母父・母母父,0,1,15,16,,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,The Yuvaraj,極,Donatello,極,Caerleon,バ,Man o'War,極,Sweep,バ,Harry of Hereford,極,地・バ・極｜極・極・バ｜極・バ・極,
ID:1140006293,Birdstone,Birdstone,1140006293,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,11,4,15,15,Unbridled,極,Drone,極,Chateaugay,地,Northern Dancer,地,New Providence,極,Chop Chop,極,Prince John,極,Better Self,極,,バ,極-極-地 | 地-極-極 | 極-極-バ,
ID:1140003883,Catrail,Catrail,1140003883,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,2,13,15,15,Storm Bird,地,Secretariat,極,Crimson Satan,極,Majestic Prince,バ,Ribot,極,Ambiorix,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,地・極・極｜バ・極・極｜極・極・バ,
ID:1140002532,Danzig Connection,Danzig Connection,1140002532,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,15,15,,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Sir Gaylord,極,Mr. Trouble,極,Pharamond,極,Prince Rose,極,Papyrus,極,White Eagle,バ,地・バ・極｜極・極・極｜極・極・バ,
ID:1140006672,Dawn Approach,Dawn Approach,1140006672,確定,繁殖登録番号,A_v9.3直接完成,父・母父,12,3,0,15,15,Galileo,地,Ahonoora,バ,Match,極,Clever Trick,地,Finnegan,極,Mr. Busher,極,His Majesty,地,Sunrise Flight,極,Cockrullah,極,地-バ-極 | 地-極-極 | 地-極-極,
ID:1140006308,Essence of Dubai,Essence of Dubai,1140006308,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,7,8,15,15,A.P. Indy,バ,Mr. Prospector,極,Honest Pleasure,極,Verbatim,極,Groton,極,Aboukir,極,Hail to Reason,極,Djeddah,極,Beau Pere,極,バ-極-極 | 極-極-極 | 極-極-極,
ID:1140004638,Fantastic Light,Fantastic Light,1140004638,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,3,12,15,15,Blushing Groom,極,Halo,極,Herbager,極,Northern Dancer,地,Bull Page,極,Menow,極,Graustark,地,Princequillo,極,,バ,極-極-極 | 地-極-極 | 地-極-バ,
ID:1140005319,Fire Maker,Fire Maker,1140005319,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,15,15,,Northern Dancer,地,Native Charger,地,Jet Action,極,Native Dancer,極,Case Ace,バ,American Flag,極,Herbager,極,Mahmoud,極,Pavot,極,地・地・極｜極・バ・極｜極・極・極,
ID:1140001917,Greinton,Greinton,1140001917,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,15,15,15,Nijinsky,バ,Val de Loir,極,Spy Song,極,Derring-Do,バ,Vimy,極,Court Martial,極,Aureole,極,Nearco,極,Blandford,極,バ・極・極｜バ・極・極｜極・極・極,
ID:1140006025,Henny Hughes,Henny Hughes,1140006025,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,1,12,2,15,15,Storm Cat,地,Hawaii,バ,Tom Cat,極,Hold Your Peace,極,Raise a Native,極,Porterhouse,極,Olden Times,極,Jet Action,極,Occupation,極,地-バ-極 | 極-極-極 | 極-極-極,
ID:1140004117,Jade Robbery,Jade Robbery,1140004117,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,3,12,15,15,Raise a Native,極,Nashua,極,Count Fleet,極,Northern Dancer,地,Bull Page,極,Menow,極,Aristophanes,地,Advocate,極,Foxglove,極,極・極・極｜地・極・極｜地・極・極,
ID:1140005882,Kyllachy,Kyllachy,1140005882,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,9,6,15,15,Polar Falcon,地,Cozzene,極,Bustino,極,Sing Sing,地,Vilmorin,極,Winterhalter,極,Sammy Davis,極,Crepello,極,Royal Charger,極,地-極-極 | 地-極-極 | 極-極-極,
ID:1140006378,Mamool,Mamool,1140006378,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,7,8,15,15,Sadler's Wells,地,Shirley Heights,バ,Sea Hawk,極,Mr. Prospector,極,Buckpasser,極,Swaps,地,Northern Dancer,地,Victoria Park,極,Bull Page,極,地-バ-極 | 極-極-地 | 地-極-極,
ID:1140005314,Noverre,Noverre,1140005314,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,6,9,15,15,Blushing Groom,極,Halo,極,Herbager,極,Nearctic,地,Native Dancer,極,Mahmoud,極,Wild Risk,極,Verso,極,Easton,極,極-極-極 | 地-極-極 | 極-極-極,
ID:1140007143,Wootton Bassett,Wootton Bassett,1140007143,確定,繁殖登録番号,A_v9.3直接完成,父・母父,10,5,0,15,15,Zafonic,地,Nureyev,地,Ahonoora,バ,Dominion,バ,My Swanee,極,Falls of Clyde,極,Danzig,地,Secretariat,極,Swoon's Son,極,地-地-バ | バ-極-極 | 地-極-極,
ID:1140006302,Zensational,Zensational,1140006302,確定,繁殖登録番号,A_v9.3直接完成,母父,0,15,0,15,15,Unbridled,極,Caro,極,Lucky Mel,地,Clever Trick,地,Finnegan,極,Mr. Busher,極,Mr. Prospector,極,Tom Rolfe,極,Double Jay,極,極-極-地 | 地-極-極 | 極-極-極,
ID:1120002030,イーグルカフェ,イーグルカフェ,1120002030,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,9,6,15,15,Mr. Prospector,極,Rambunctious,地,Seven Corners,極,Northern Dancer,地,Forli,地,Nantallah,極,Sword Dancer,極,My Babu,極,Sickle,極,極-地-極 | 地-地-極 | 極-極-極,
ID:1120001398,ゴールデンフェザント,ゴールデンフェザント,1120001398,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,15,15,15,Fortino,極,Chamossaire,極,Solario,極,Princequillo,極,Sir Cosmo,極,Friar Marcus,極,Indian Hemp,地,Heelfly,極,Bull Dog,極,極・極・極｜極・極・極｜地・極・極,
ID:1120002128,ザール,ザール,1120002128,確定,繁殖登録番号,A_v9.3直接完成,母父,0,15,0,15,15,Gone West,地,The Minstrel,バ,Right Tack,バ,Sir Gaylord,極,Mr. Trouble,極,Pharamond,極,Alibhai,地,Discovery,極,,バ,地-バ-バ | 極-極-極 | 地-極-バ,
ID:1120001928,スエヒロコマンダー,スエヒロコマンダー,1120001928,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,11,4,15,15,ダンシングブレーヴ,バ,Roberto,極,Raise a Native,極,ダンデイルート,極,ヴエンチア,極,Your Host,地,Nijinsky,バ,Buckpasser,極,Princequillo,極,バ-極-極 | 極-極-地 | バ-極-極,
ID:1120001386,ステートリードン,ステートリードン,1120001386,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,2,13,15,15,Northern Dancer,地,Forli,地,Nantallah,極,Wild Risk,極,Verso,極,Easton,極,Nasrullah,極,Discovery,極,Pompey,極,地・地・極｜極・極・極｜極・極・極,
ID:1120000441,ノーザンデイクテイター,ノーザンデイクテイター,1120000441,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母母父,0,0,15,15,,Nearctic,地,Native Dancer,極,Mahmoud,極,Nasrullah,極,Discovery,極,Pompey,極,Bimelech,極,War Admiral,極,Black Servant,バ,地・極・極｜極・極・極｜極・極・バ,
