検証軸,条件,ブロック,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定
距離×ダート馬場状態×含水率階層,1700×良×低,母父ブロック,極極地,888,0.05630630630630631,0.07059973876643212,0.7975427004423722,-1.7599424157508674,0.21283783783783783,0.21311241671093714,0.9987115773105246,-0.023272673052415344,70.59684684684687,やや弱,中立
距離×ダート馬場状態×含水率階層,1700×良×やや低,父ブロック,地地地,795,0.06289308176100629,0.07850440079175718,0.8011408421272856,-1.7425814405572335,0.21635220125786164,0.23519838339321553,0.9198711238425225,-1.4756920121374537,54.11320754716981,やや弱,中立
距離×ダート馬場状態×含水率階層,1800×良×低,父ブロック,地極極,666,0.06606606606606606,0.0701119918956393,0.9422933834828779,-0.44286913062036015,0.1891891891891892,0.21180713336658666,0.8932144360867615,-1.7411328929188277,56.8918918918919,中立,やや弱
距離×ダート馬場状態×含水率階層,1600×良×低,父ブロック,地バ極,636,0.07232704402515723,0.0756546555510313,0.9560157732311728,-0.3468780368761911,0.2468553459119497,0.22375359292866898,1.103246400117675,1.6930105052368154,63.52201257861636,中立,やや強
距離×ダート馬場状態×含水率階層,1400×重×高,母父ブロック,極極極,646,0.0804953560371517,0.06515090761516248,1.2355216371293978,1.6889706038930419,0.20588235294117646,0.1960393665705555,1.0502092337004079,0.7461409820531366,117.86377708978326,やや強,中立
距離×ダート馬場状態×含水率階層,1800×稍重×やや高,母母父ブロック,極極極,2321,0.08315381301163291,0.07471382517750999,1.1129642046043104,1.680092868411322,0.23352003446790176,0.22540989832967837,1.0359795031110912,1.1461575412805645,92.45152951314084,やや強,中立
距離×ダート馬場状態×含水率階層,1800×良×標準,母父ブロック,極極地,2081,0.06487265737626141,0.07197088856142404,0.9013735785809481,-1.3546305997034147,0.20807304180682365,0.2206092185391493,0.9431747375955598,-1.6633410628833891,60.57664584334454,中立,やや弱
距離×ダート馬場状態×含水率階層,1800×良×低,母母父ブロック,バ極極,522,0.0842911877394636,0.07960204383463897,1.0589073305022874,0.42807016355749045,0.26436781609195403,0.23884168930709015,1.1068746702425292,1.6517021654615,79.06130268199234,中立,やや強
距離×ダート馬場状態×含水率階層,1800×良×低,母父ブロック,地極極,1118,0.06618962432915922,0.07782910196077114,0.85044825986199,-1.5807079063016647,0.23255813953488372,0.23152945272334421,1.0044430062760468,0.09959075031903947,51.14490161001788,やや弱,中立
距離×ダート馬場状態×含水率階層,1800×良×標準,父ブロック,極極地,637,0.06750392464678179,0.07345209234879589,0.9190197649677762,-0.6197089340925493,0.20251177394034536,0.2238872928622987,0.9045255376101212,-1.5694831008784984,72.29199372056515,中立,やや弱
距離×ダート馬場状態×含水率階層,1800×良×標準,父ブロック,地極極,515,0.08349514563106795,0.06756405425430076,1.2357924128828182,1.5575680072735372,0.2174757281553398,0.2090962235606808,1.0400748729554516,0.5657619654765752,121.55339805825247,やや強,中立
距離×ダート馬場状態×含水率階層,1800×稍重×やや高,父ブロック,地地地,1047,0.05826170009551098,0.06954648810030471,0.8377374859170741,-1.5523225668976304,0.21298949379178606,0.214817738478214,0.9914893216017477,-0.17459138630701965,63.782234957020066,やや弱,中立
