ブロック,方向,信頼度,条件,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定,総合強度
父ブロック,マイナス,B,阪神×1400×ダ,地極極,724,0.05939226519337017,0.07735277629215509,0.7678103882018461,-1.9465725146516013,0.21408839779005526,0.22733543304943996,0.9417291221096018,-1.0283793224979674,39.861878453038685,やや弱,中立,1.9465725146516013
父ブロック,マイナス,C,東京×2000×芝,極極地,495,0.08282828282828283,0.10660519573531728,0.7769629074546375,-1.8643980125255757,0.29292929292929293,0.31635378134038444,0.9259547702833124,-1.4106052938907743,52.020202020202035,やや弱,中立,1.8643980125255757
父ブロック,マイナス,B,小倉×1200×芝,地極極,687,0.043668122270742356,0.05877213829463746,0.7430072060986551,-1.7864140150512455,0.1717612809315866,0.1793387132378315,0.9577479275420249,-0.6032973929373653,42.73653566229986,やや弱,中立,1.7864140150512455
父ブロック,マイナス,B,中山×1200×ダ,地地地,2773,0.05373241976199063,0.06057161797310379,0.8870890618416359,-1.6246311424688764,0.17345834835917778,0.18437471672513128,0.9407924873873689,-1.778688452858157,68.33754056978003,やや弱,やや弱,1.778688452858157
父ブロック,マイナス,C,中山×1200×ダ,極地極,342,0.03508771929824561,0.04394598924183568,0.7984282503041898,-0.8453373230890395,0.1111111111111111,0.13951103494922637,0.7964324194967722,-1.769429382480551,34.91228070175439,中立,やや弱,1.769429382480551
父ブロック,マイナス,B,東京×1400×ダ,極極地,541,0.04066543438077634,0.05716288098819415,0.7113958162671152,-1.7363776709043235,0.1589648798521257,0.17934468352153654,0.8863651641674478,-1.4291927688135555,32.62476894639556,やや弱,中立,1.7363776709043235
父ブロック,マイナス,B,京都×1800×ダ,地地地,1305,0.06973180076628352,0.07584968744386451,0.9193419658833958,-0.9172271468334543,0.2099616858237548,0.22566504425723133,0.930412977848813,-1.6738501978287945,72.75095785440615,中立,やや弱,1.6738501978287945
父ブロック,マイナス,C,小倉×1000×ダ,地バ極,473,0.0613107822410148,0.07994870506702678,0.7668764889889528,-1.603505151678021,0.21141649048625794,0.23696640973665084,0.8921791519785972,-1.560004349149433,88.8583509513742,やや弱,やや弱,1.603505151678021
父ブロック,マイナス,B,新潟×1600×芝,地地地,801,0.06367041198501873,0.07739390328925039,0.8226799434970767,-1.5898582349811856,0.20724094881398253,0.22610981396966212,0.9165499947816891,-1.5557730863967973,60.47440699126092,やや弱,やや弱,1.5898582349811856
父ブロック,マイナス,C,東京×1400×ダ,バ極極,371,0.05121293800539083,0.06998996496812014,0.7317182974547553,-1.5225012924436325,0.20485175202156333,0.2097003301706292,0.9768785383164602,-0.274552533795843,40.646900269541774,やや弱,中立,1.5225012924436325
父ブロック,混合,A,阪神×1800×ダ,極極地,934,0.08244111349036402,0.07772841492812019,1.0606303186113075,0.5784452366088193,0.20877944325481798,0.2382753933210693,0.8762106751555904,-2.5372427336099577,76.82012847965738,中立,弱,2.5372427336099577
父ブロック,混合,B,東京×1600×ダ,極極地,774,0.06589147286821706,0.0620455470732551,1.06198552476975,0.4851542448015647,0.15633074935400518,0.18387986035289203,0.8501787474385931,-2.408717274361774,62.76485788113696,中立,弱,2.408717274361774
父ブロック,混合,B,新潟×1800×芝,地バ極,738,0.08401084010840108,0.0763542532537777,1.1002771493183918,0.8435813542106128,0.2032520325203252,0.233196154117558,0.8715925581596964,-2.324108038771686,84.03794037940384,中立,弱,2.324108038771686
父ブロック,混合,B,京都×2000×芝,地地地,644,0.06987577639751552,0.08978506005077448,0.7782561637537467,-1.918828973693166,0.2748447204968944,0.26776826727626873,1.0264275274012382,0.5015677800319881,93.2919254658385,やや弱,中立,1.918828973693166
父ブロック,混合,C,福島×1200×芝,極極地,468,0.053418803418803416,0.06359240260072788,0.8400186379841542,-0.9538953052225718,0.2222222222222222,0.1924915681983851,1.154451721195373,1.878687124554891,38.24786324786324,中立,やや強,1.878687124554891
父ブロック,混合,B,東京×1600×ダ,地バ極,2563,0.07335154116269996,0.07900527209846092,0.9284385613062005,-1.1565457768910847,0.24541552867733124,0.23310459549948903,1.0528129149554635,1.8034284063787558,54.29184549356222,中立,やや強,1.8034284063787558
父ブロック,混合,B,東京×2000×芝,地地地,828,0.09057971014492754,0.08838162552248974,1.024870380120792,0.24627827308778086,0.2391304347826087,0.2606836777554208,0.917320320326945,-1.7931737915482497,58.22463768115941,中立,やや弱,1.7931737915482497
父ブロック,混合,B,中山×1800×ダ,地バ極,2838,0.07399577167019028,0.07388129618341832,1.001549451521367,0.025301690701863618,0.20965468639887244,0.22112225094156718,0.9481392555753012,-1.785792182724572,81.99788583509519,中立,やや弱,1.785792182724572
父ブロック,混合,C,中京×2000×芝,地極地,419,0.045346062052505964,0.06469748568120642,0.7008937298730029,-1.7316971622381958,0.23389021479713604,0.2073115063885323,1.1282066242806192,1.6198965593661336,68.23389021479714,やや弱,やや強,1.7316971622381958
父ブロック,混合,C,東京×1300×ダ,地バ極,477,0.050314465408805034,0.06765175414965023,0.7437274323664402,-1.611082476132925,0.20754716981132076,0.2036858085441989,1.0189574388845257,0.25133148166325703,33.752620545073384,やや弱,中立,1.611082476132925
父ブロック,混合,C,東京×2000×芝,地極地,328,0.036585365853658534,0.05263389135553101,0.6950914118534763,-1.3712963714165054,0.21646341463414634,0.1889510165082234,1.1456059810333201,1.5252402282207478,36.859756097560975,中立,やや強,1.5252402282207478
父ブロック,混合,B,中山×2000×芝,地バ極,1119,0.07864164432529044,0.0702914251651443,1.1187942788260152,1.176757861669933,0.19839142091152814,0.21357774049269085,0.9288955883411343,-1.5129675378402898,80.6255585344057,中立,やや弱,1.5129675378402898
