場所,レース番号,クラスコード,クラス名,グレードコード,芝ダ,ネタ,距離,コース区分,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,クッション値,クッション値判定,コースID
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,11,8,ロードデルレイ,牡,3,56,1,1.5,中内田充,CX01137,栗,ロードカナロア,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,12,8,プッシュオン,牡,3,56,10,14,西村真幸,CX01148,栗,キズナ,9.5,9.1-9.5,阪神芝1800
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,1,1,サブライムアンセム,牝,4,57,15,9.8,藤原英昭,CX01055,栗,ロードカナロア,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,2,1,ディヴィーナ,牝,5,55,10,23.3,友道康夫,CX01061,栗,モーリス,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,3,2,フェルミスフィア,牝,6,55,4,92.9,木村哲也,CX01126,美,エピファネイア,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,4,2,メイショウミモザ,牝,6,57,5,93.4,池添兼雄,CX01021,栗,ハーツクライ,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,5,3,ララクリスティーヌ,牝,5,55,1,5.1,斉藤崇史,CX01151,栗,ミッキーアイル,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,6,3,ルピナスリード,牝,4,55,13,12.3,吉岡辰弥,CX01176,栗,ダイワメジャー,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,7,4,テンハッピーローズ,牝,5,55,6,22.2,高柳大輔,CX01159,栗,エピファネイア,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,8,4,ヒメノカリス,牝,6,55,7,27.4,池江泰寿,CX01071,栗,ディープインパクト,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,9,5,ボンボヤージ,牝,6,56,12,161.7,梅田智之,CX01084,栗,ロードカナロア,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,10,5,シゲルピンクルビー,牝,5,56,8,56.2,渡辺薫彦,CX01155,栗,モーリス,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,11,6,コムストックロード,牝,4,55,16,182.2,中野栄治,CX01010,美,シルバーステート,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,12,6,サトノアイ,牝,5,55,18,115.2,須貝尚介,CX01105,栗,ハーツクライ,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,13,7,ウインシャーロット,牝,5,55,2,4.1,和田正一,CX01114,美,スクリーンヒーロー,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,14,7,ミスニューヨーク,牝,6,56,9,13.7,杉山晴紀,CX01157,栗,キングズベスト,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,15,7,ルチェカリーナ,牝,5,55,11,18,高橋義忠,CX01129,栗,ディスクリートキャット,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,16,8,ウォーターナビレラ,牝,4,55,14,7.6,武幸四郎,CX01160,栗,シルバーステート,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,17,8,スカイグルーヴ,牝,6,55,17,42,木村哲也,CX01126,美,エピファネイア,9.5,9.1-9.5,阪神芝1400
阪神,11,163,Ｇ３,C,芝,0,1400,A,良,2.02302E+17,18,8,ロータスランド,牝,6,56,3,6,辻野泰之,CX01183,栗,Point of Entry,9.5,9.1-9.5,阪神芝1400
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,1,1,シゲルテイオウ,牡,3,56,8,50,渡辺薫彦,CX01155,栗,ドゥラメンテ,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,2,1,シロノクミキョク,牝,3,54,14,14.2,鈴木伸尋,CX01026,美,ゴールドシップ,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,3,2,マリブコーク,牝,3,54,5,63.1,小林真也,CX01185,栗,シルバーステート,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,4,2,ローズジャスティス,牡,3,56,16,117,石橋守,CX01140,栗,レーヴミストラル,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,5,3,ウォーターフルール,牝,3,54,4,148.2,石橋守,CX01140,栗,ゴールドアクター,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,6,3,ハスラー,牡,3,56,7,5.9,友道康夫,CX01061,栗,ロードカナロア,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,7,4,ドーバーホーク,牡,3,56,3,60.3,清水英克,CX01080,美,ディーマジェスティ,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,8,4,ラケマーダ,牡,3,56,2,7.6,千田輝彦,CX01120,栗,アメリカンペイトリオット,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,9,5,セイウンリフレ,牝,3,54,13,486.9,加藤和宏,CX01077,美,モンテロッソ,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,10,5,アウトレンジ,牡,3,56,12,12.9,大久保龍,CX01058,栗,レガーロ,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,11,6,ヴォレトンクール,牝,3,52,6,15.3,斉藤崇史,CX01151,栗,リアルスティール,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,12,6,カズピレウス,牡,3,56,11,58.2,新谷功一,CX01172,栗,キタサンブラック,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,13,7,タイセイフェリーク,牝,3,54,10,18.8,田中克典,CX01180,栗,ミッキーロケット,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,14,7,マリノビューティー,牝,3,51,17,519.9,梅田智之,CX01084,栗,サトノクラウン,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,15,8,ストーンヘンジ,牡,3,56,9,14.2,鈴木孝志,CX01111,栗,エピファネイア,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,16,8,パールロード,牡,3,56,1,1.9,中内田充,CX01137,栗,ロードカナロア,9.2,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,稍,2.02302E+17,17,8,コスモリボルブ,牡,3,56,15,367.4,和田雄二,CX01143,美,ダノンバラード,9.2,9.1-9.5,阪神芝1800
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,1,1,ヴェンチュラムーン,牡,3,56,4,23.6,小島茂之,CX01068,美,エピファネイア,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,2,2,ゴキゲンサン,牝,3,54,8,12.7,伊藤大士,CX01109,美,リアルインパクト,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,3,3,カミーロ,牡,3,54,6,11.3,石橋守,CX01140,栗,リオンディーズ,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,4,4,ハウピア,牝,3,51,11,64.5,岡田稲男,CX01066,栗,レッドファルクス,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,5,5,トーホウフランゴ,牝,3,50,10,12.4,高橋康之,CX01135,栗,トーホウジャッカル,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,6,6,ヴィエンヌ,牝,3,54,2,5,中尾秀正,CX01069,栗,エピファネイア,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,7,6,オリオンネビュラ,牡,3,56,9,28.8,橋口慎介,CX01154,栗,イスラボニータ,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,8,7,イイヒニナル,牝,3,54,7,110.7,千田輝彦,CX01120,栗,ビッグアーサー,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,9,7,スカイロケット,牡,3,56,1,3,須貝尚介,CX01105,栗,ジャスタウェイ,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,10,8,アスクドリームモア,牡,3,56,5,4.7,藤原英昭,CX01055,栗,キズナ,9.2,9.1-9.5,阪神芝1400
阪神,6,23,1勝,,芝,0,1400,A,稍,2.02302E+17,11,8,スーパーアグリ,牡,3,56,3,6.1,矢作芳人,CX01075,栗,リオンディーズ,9.2,9.1-9.5,阪神芝1400
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,1,1,サマートゥリスト,牝,5,56,2,29.4,藤原英昭,CX01055,栗,Dubawi,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,2,2,ベジャール,牡,4,58,5,8.7,田中博康,CX01162,美,モーリス,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,3,3,ショウナンアレス,牡,5,58,3,6.5,池添兼雄,CX01021,栗,リオンディーズ,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,4,3,オールイズウェル,牡,7,58,4,78.7,佐々木晶,CX00429,栗,ルーラーシップ,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,5,4,メモリーレゾン,牝,4,56,7,4,長谷川浩,CX01173,栗,オルフェーヴル,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,6,4,セルバーグ,牡,4,58,1,6.3,鈴木孝志,CX01111,栗,エピファネイア,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,7,5,アステロイドベルト,セ,6,58,9,30.6,池江泰寿,CX01071,栗,ルーラーシップ,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,8,5,メイショウシンタケ,牡,5,58,11,54,千田輝彦,CX01120,栗,ワールドエース,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,9,6,シャンブル,牝,5,56,6,63.7,吉村圭司,CX01130,栗,ハーツクライ,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,10,6,アイリッシュムーン,牝,5,56,13,192.2,武井亮,CX01147,美,マクフィ,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,11,7,カワキタレブリー,牡,4,58,8,6.9,杉山佳明,CX01178,栗,ドレフォン,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,12,7,スズカカナロア,牡,7,58,14,247.2,橋田満,CX00362,栗,ロードカナロア,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,13,8,トーホウディアス,牡,5,58,12,20.9,南井克巳,CX01049,栗,トーホウジャッカル,9.2,9.1-9.5,阪神芝1600
阪神,10,67,3勝,E,芝,8,1600,A,稍,2.02302E+17,14,8,アルナシーム,牡,4,58,10,3.8,橋口慎介,CX01154,栗,モーリス,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,1,1,ワンダーキサラ,牝,4,54,4,33.9,石橋守,CX01140,栗,ザファクター,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,2,2,スターズプレミア,牡,6,58,10,60.3,池江泰寿,CX01071,栗,ロードカナロア,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,3,3,タイゲン,牡,4,58,5,8.7,平田修,CX01082,栗,アジアエクスプレス,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,4,4,シゲルローズマリー,牡,4,58,3,62.9,渡辺薫彦,CX01155,栗,シルバーステート,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,5,5,ヤマニンルリュール,牝,5,56,6,18.6,木原一良,CX01033,栗,ヴィクトワールピサ,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,6,6,サトノルフィアン,牡,4,54,11,23.8,南井克巳,CX01049,栗,ゼンノロブロイ,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,7,6,ヒルノショパン,牡,4,58,9,12.3,昆貢,CX01044,栗,ディスクリートキャット,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,8,7,ショウナンアデイブ,牡,4,58,2,8.3,高野友和,CX01117,栗,ディープインパクト,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,9,7,パワータイショウ,牡,4,58,8,340.5,村山明,CX01107,栗,アメリカンペイトリオット,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,10,8,スーサンアッシャー,牡,4,58,1,3.3,鈴木孝志,CX01111,栗,Siyouni,9.2,9.1-9.5,阪神芝1600
阪神,12,43,2勝,,芝,8,1600,A,稍,2.02302E+17,11,8,トゥードジボン,牡,4,58,7,2,四位洋文,CX01184,栗,イスラボニータ,9.2,9.1-9.5,阪神芝1600
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,1,1,コントリビューター,牡,3,54,9,16.5,野中賢二,CX01098,栗,ハービンジャー,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,2,1,アドマイヤソラ,牡,3,56,3,5,友道康夫,CX01061,栗,ロードカナロア,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,3,2,チュウワモーニング,牝,3,54,4,27,小崎憲,CX01085,栗,キズナ,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,6,3,タガノクルシータ,牝,3,54,5,6.7,新谷功一,CX01172,栗,オルフェーヴル,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,7,4,ティータイム,牝,3,54,11,53.5,長谷川浩,CX01173,栗,サトノクラウン,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,8,4,コスモフランメ,牝,3,54,7,125.6,宮徹,CX01018,栗,エピファネイア,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,9,5,セルリアンロケット,牡,3,55,10,92,庄野靖志,CX01087,栗,ミッキーロケット,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,10,5,ダイヤグラフ,牡,3,56,6,78.7,角田晃一,CX01121,栗,ルーラーシップ,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,11,6,ロードディライト,牡,3,56,13,255.6,杉山晴紀,CX01157,栗,キンシャサノキセキ,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,12,6,アスクドゥポルテ,牡,3,56,2,4.8,河内洋,CX01072,栗,ハービンジャー,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,13,7,グラシリスティラ,牝,3,54,8,9.3,吉村圭司,CX01130,栗,ドゥラメンテ,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,14,7,タイセイスパート,牡,3,56,14,48.2,杉山晴紀,CX01157,栗,ハーツクライ,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,15,8,クレオメデス,牡,3,56,1,2.5,武英智,CX01161,栗,モーリス,9.3,9.1-9.5,阪神芝2000
阪神,4,7,未勝利,,芝,0,2000,A,稍,2.02302E+17,16,8,ウインエクラン,牡,3,56,12,68.4,宮徹,CX01018,栗,スクリーンヒーロー,9.3,9.1-9.5,阪神芝2000
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,1,1,モンテディオ,牡,5,58,1,3.7,四位洋文,CX01184,栗,ジャスタウェイ,9.3,9.1-9.5,阪神芝2400
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,2,2,プレイリードリーム,牡,7,58,4,7.1,安達昭夫,CX01042,栗,ドリームジャーニー,9.3,9.1-9.5,阪神芝2400
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,3,3,メイショウコジョウ,牡,6,56,5,31.9,石橋守,CX01140,栗,オルフェーヴル,9.3,9.1-9.5,阪神芝2400
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,4,4,ホウオウバニラ,牝,4,55,2,5.4,安田翔伍,CX01164,栗,ドゥラメンテ,9.3,9.1-9.5,阪神芝2400
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,5,5,ウン,牡,4,57,6,15.2,吉田直弘,CX01101,栗,キタサンブラック,9.3,9.1-9.5,阪神芝2400
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,7,7,シホノスペランツァ,牡,4,57,3,3.2,寺島良,CX01158,栗,ブラックタイド,9.3,9.1-9.5,阪神芝2400
阪神,7,43,2勝,,芝,8,2400,A,稍,2.02302E+17,8,8,オンワードセルフ,牡,7,58,7,259.8,村山明,CX01107,栗,ヘニーヒューズ,9.3,9.1-9.5,阪神芝2400
阪神,9,115,OP(L),L,芝,0,2200,A,良,2.02302E+17,1,1,ショウナンバシット,牡,3,56,2,2.8,須貝尚介,CX01105,栗,シルバーステート,9.3,9.1-9.5,阪神芝2200
阪神,9,115,OP(L),L,芝,0,2200,A,良,2.02302E+17,2,2,アヴニールドブリエ,牡,3,56,3,4.5,宮田敬介,CX01175,美,エピファネイア,9.3,9.1-9.5,阪神芝2200
阪神,9,115,OP(L),L,芝,0,2200,A,良,2.02302E+17,3,3,シャザーン,牡,3,56,1,1.8,友道康夫,CX01061,栗,ロードカナロア,9.3,9.1-9.5,阪神芝2200
阪神,9,115,OP(L),L,芝,0,2200,A,良,2.02302E+17,4,4,セオ,牡,3,56,5,19.8,上村洋行,CX01168,栗,スピルバーグ,9.3,9.1-9.5,阪神芝2200
阪神,9,115,OP(L),L,芝,0,2200,A,良,2.02302E+17,5,5,サトノクローク,牡,3,56,4,62.4,橋口慎介,CX01154,栗,サトノクラウン,9.3,9.1-9.5,阪神芝2200
阪神,9,115,OP(L),L,芝,0,2200,A,良,2.02302E+17,6,6,エゾダイモン,牡,3,56,6,13.7,武幸四郎,CX01160,栗,ハーツクライ,9.3,9.1-9.5,阪神芝2200
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,1,1,メイショウハボタン,牝,5,55,4,16.8,南井克巳,CX01049,栗,メイショウサムソン,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,2,2,アルトシュタット,牡,4,58,1,2.4,安田翔伍,CX01164,栗,ロードカナロア,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,3,2,ベルウッドブラボー,牡,4,58,3,9.7,和田雄二,CX01143,美,シルバーステート,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,4,3,テリーヌ,牝,5,56,11,115.5,長谷川浩,CX01173,栗,ダノンシャーク,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,5,3,シャークスポット,牡,5,58,2,11.1,高柳大輔,CX01159,栗,ダノンシャーク,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,6,4,メイショウイジゲン,牡,5,58,8,156.8,南井克巳,CX01049,栗,クリエイター2,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,7,4,シティレインボー,牡,5,58,5,5.8,池添兼雄,CX01021,栗,エピファネイア,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,8,5,タマモダイジョッキ,牡,5,56,6,14.6,南井克巳,CX01049,栗,ヘニーヒューズ,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,9,5,チャイカ,牝,6,56,9,267.1,今野貞一,CX01128,栗,ロードカナロア,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,10,6,ケルンキングダム,セ,7,58,7,134,小崎憲,CX01085,栗,ローズキングダム,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,11,6,マテンロウエール,牡,5,58,13,13.9,松永幹夫,CX01092,栗,ロードカナロア,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,12,7,ハーツラプソディ,牝,5,56,12,4.4,今野貞一,CX01128,栗,ハーツクライ,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,13,7,ウインスピリタス,牡,7,58,15,132.2,長谷川浩,CX01173,栗,タニノギムレット,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,14,8,アスクキングコング,セ,5,58,14,68.9,梅田智之,CX01084,栗,ロードカナロア,9.3,9.1-9.5,阪神芝1400
阪神,12,43,2勝,,芝,0,1400,A,良,2.02302E+17,15,8,タケルラスティ,牡,6,58,10,97.3,矢作芳人,CX01075,栗,スクリーンヒーロー,9.3,9.1-9.5,阪神芝1400
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,1,1,サウンドレイラ,牝,3,54,3,2.2,渡辺薫彦,CX01155,栗,イスラボニータ,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,2,1,フェネストラ,牝,3,51,6,40.3,清水久詞,CX01110,栗,サトノアラジン,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,3,2,パワポケプレミア,牝,3,54,16,413.4,牧田和弥,CX01123,栗,リアルスティール,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,4,2,クラウドセイル,牡,3,56,7,41.1,清水久詞,CX01110,栗,シルバーステート,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,5,3,ウインジュルネ,牡,3,56,5,181.5,宮本博,CX01073,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,6,3,ダノンプレジャー,牡,3,56,15,99.7,安田隆行,CX00438,栗,ロードカナロア,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,7,4,テイエムシャー,牝,3,54,9,259.9,武英智,CX01161,栗,エピファネイア,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,8,4,レッドテンペスト,セ,3,56,2,2,笹田和秀,CX01104,栗,リオンディーズ,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,9,5,クリノキスミント,牝,3,54,17,847.2,高橋康之,CX01135,栗,メイショウサムソン,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,10,5,ゴレアドール,牝,3,54,8,68.9,大久保龍,CX01058,栗,リオンディーズ,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,11,6,ホウショウラスティ,牝,3,54,12,42.9,河内洋,CX01072,栗,Goldencents,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,12,6,フローラルハニー,牝,3,52,14,388.5,高橋康之,CX01135,栗,ヘニーヒューズ,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,13,7,イレンカ,牝,3,54,13,525.4,加藤士津,CX01169,美,リアルスティール,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,14,7,タイキウルトラ,牡,3,56,10,75,橋田満,CX00362,栗,デクラレーションオブウォー,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,15,8,シゲルミラクル,牝,3,54,11,199.2,鈴木孝志,CX01111,栗,ジャスタウェイ,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,16,8,ジャミーレ,牝,3,54,4,8.6,斉藤崇史,CX01151,栗,リアルインパクト,9.5,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,17,8,ルクスドヌーヴ,牝,3,54,1,17.8,須貝尚介,CX01105,栗,ハーツクライ,9.5,9.1-9.5,阪神芝1600
阪神,9,67,3勝,E,芝,0,3000,A,良,2.02302E+17,1,1,レベランス,牡,5,55,6,5.7,須貝尚介,CX01105,栗,ハービンジャー,9.5,9.1-9.5,阪神芝3000
阪神,9,67,3勝,E,芝,0,3000,A,良,2.02302E+17,2,2,メイショウブレゲ,牡,4,55,13,4.2,本田優,CX01099,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝3000
阪神,9,67,3勝,E,芝,0,3000,A,良,2.02302E+17,3,3,アスティ,セ,7,55,11,15.6,堀内岳志,CX01189,美,オルフェーヴル,9.5,9.1-9.5,阪神芝3000
