場所,レース番号,クラスコード,クラス名,グレードコード,芝ダ,ネタ,距離,コース区分,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,クッション値,クッション値判定,コースID
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,8,4,ニホンピロアリー,牝,3,54,13,202.3,服部利之,CX01040,栗,キンシャサノキセキ,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,9,5,アイオブザストーム,牝,3,54,4,9.8,岡田稲男,CX01066,栗,サトノアラジン,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,10,5,カフジキアッキエレ,牝,3,54,1,63.2,森田直行,CX01142,栗,モーリス,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,11,6,カッティングジェム,牡,3,56,5,19.4,小崎憲,CX01085,栗,シャンハイボビー,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,12,6,エンシャントヌーン,牡,3,56,12,554.2,小林真也,CX01185,栗,カレンブラックヒル,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,13,7,サカジロレインボー,牝,3,54,11,383.8,高橋康之,CX01135,栗,ファインニードル,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,14,7,サンポーニャ,牝,3,54,9,4.6,池江泰寿,CX01071,栗,モーリス,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,15,7,ペイシャフラワー,牝,3,50,3,2.9,高橋康之,CX01135,栗,ニシケンモノノフ,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,16,8,メイショウオジマ,牡,3,54,10,58.9,石橋守,CX01140,栗,ダノンバラード,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,17,8,マサハヤヴァンス,牝,3,51,16,399.9,中尾秀正,CX01069,栗,サトノクラウン,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1600,A,良,2.02302E+17,18,8,ルージュミシェル,牝,3,54,17,54,平田修,CX01082,栗,リオンディーズ,9.3,9.1-9.5,阪神芝1600
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,1,1,ロン,牝,4,55,5,2.4,石橋守,CX01140,栗,シルバーステート,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,2,2,デビットバローズ,牡,4,57,1,16.1,上村洋行,CX01168,栗,ロードカナロア,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,3,3,マテンロウスカイ,セ,4,57,3,6.5,松永幹夫,CX01092,栗,モーリス,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,4,4,エーティーソブリン,牡,5,58,9,52.8,武英智,CX01161,栗,リオンディーズ,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,5,5,アトミカ,牝,8,56,8,255.3,笹田和秀,CX01104,栗,ルーラーシップ,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,6,6,ロワンディシー,牡,5,58,4,10.3,北出成人,CX01078,栗,リオンディーズ,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,7,7,ヒルノショパン,牡,4,57,7,117.9,昆貢,CX01044,栗,ディスクリートキャット,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,8,7,ジュンブロッサム,牡,4,57,2,2.4,友道康夫,CX01061,栗,ワールドエース,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,9,8,カルタゴ,牝,5,56,10,101.4,小島茂之,CX01068,美,バゴ,9.3,9.1-9.5,阪神芝1800
阪神,9,43,2勝,E,芝,8,1800,A,良,2.02302E+17,10,8,サトノペルセウス,セ,5,58,6,11.8,藤原英昭,CX01055,栗,ディープインパクト,9.3,9.1-9.5,阪神芝1800
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,1,1,オンリーオピニオン,牝,4,55,11,50.1,伊藤大士,CX01109,美,キズナ,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,2,2,ゼッフィーロ,牡,4,57,2,3.8,池江泰寿,CX01071,栗,ディープインパクト,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,3,3,ノースザワールド,牡,5,58,5,2.3,大久保龍,CX01058,栗,ディープインパクト,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,4,4,リューベック,牡,4,57,1,4.4,須貝尚介,CX01105,栗,ハービンジャー,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,5,4,リノキアナ,牝,6,56,10,353.9,谷潔,CX00431,栗,エピファネイア,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,6,5,グランディア,セ,4,57,6,10,中内田充,CX01137,栗,ハービンジャー,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,7,5,イリマ,牝,5,56,8,33.9,高橋亮,CX01136,栗,キズナ,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,8,6,パーソナルハイ,牝,4,55,9,19.6,矢作芳人,CX01075,栗,ディープインパクト,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,9,6,アウスヴァール,セ,5,58,3,34.3,昆貢,CX01044,栗,ノヴェリスト,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,10,7,アナゴサン,牡,5,58,7,14.6,牧田和弥,CX01123,栗,ミッキーアイル,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,11,7,レヴェッツァ,セ,5,58,4,44.2,斉藤崇史,CX01151,栗,ドゥラメンテ,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,12,8,ギャラントウォリア,牡,5,58,12,45.6,平田修,CX01082,栗,スクリーンヒーロー,9.3,9.1-9.5,阪神芝2000
阪神,10,67,3勝,E,芝,0,2000,A,良,2.02302E+17,13,8,スペシャルドラマ,牡,5,58,13,306.9,宮田敬介,CX01175,美,エピファネイア,9.3,9.1-9.5,阪神芝2000
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,1,1,ヴィジュネル,牡,5,56,10,31.4,渡辺薫彦,CX01155,栗,マクフィ,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,2,2,ジャスティンスカイ,牡,4,56,1,2.9,友道康夫,CX01061,栗,キタサンブラック,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,3,3,シャイニーロック,牡,7,57,3,19.2,佐々木晶,CX00429,栗,ベルシャザール,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,4,4,オニャンコポン,牡,4,57,6,5.9,小島茂之,CX01068,美,エイシンフラッシュ,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,5,5,ゴールデンシロップ,牡,5,55,8,24.2,木村哲也,CX01126,美,Havana Gold,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,6,6,ピースオブエイト,牡,4,57.5,5,4.5,奥村豊,CX01146,栗,スクリーンヒーロー,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,7,6,ココロノトウダイ,牡,6,56,2,35.2,手塚貴久,CX01038,美,エイシンフラッシュ,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,8,7,フラーズダルム,牝,5,53,4,8.9,松永昌博,CX01083,栗,キズナ,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,9,7,メイショウオーパス,牡,8,55,9,262,飯田祐史,CX01139,栗,メイショウボーラー,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,10,8,サウンドビバーチェ,牝,4,54,11,4.1,高柳大輔,CX01159,栗,ドゥラメンテ,9.3,9.1-9.5,阪神芝1600
阪神,11,115,OP(L),L,芝,8,1600,A,良,2.02302E+17,11,8,サヴァ,牡,5,55,7,88,上村洋行,CX01168,栗,アイルハヴアナザー,9.3,9.1-9.5,阪神芝1600
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,1,1,ガットネロ,牝,3,54,3,3.8,上村洋行,CX01168,栗,アメリカンペイトリオット,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,2,2,ナムララジベラ,牝,3,54,4,56.9,杉山晴紀,CX01157,栗,リアルスティール,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,3,3,プロヴァーブ,牝,3,52,5,41.9,佐々木晶,CX00429,栗,ハービンジャー,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,4,4,マンデヴィラ,牝,3,54,1,4.4,友道康夫,CX01061,栗,リアルスティール,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,5,5,ソーダズリング,牝,3,54,2,3.4,音無秀孝,CX01002,栗,ハーツクライ,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,6,6,デオヴォレンティ,牝,3,54,7,258.6,大江原哲,CX01012,美,ダノンバラード,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,7,7,テーオードリアン,牝,3,53,10,290.9,奥村豊,CX01146,栗,ラブリーデイ,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,8,7,ブラックフラミンゴ,牝,3,54,8,15.7,辻野泰之,CX01183,栗,エピファネイア,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,9,8,ノヴィアル,牝,3,54,9,9.3,渡辺薫彦,CX01155,栗,サトノクラウン,9.5,9.1-9.5,阪神芝1800
阪神,5,7,未勝利,,芝,8,1800,A,良,2.02302E+17,10,8,ハッピーアズラリー,牝,3,54,6,3.9,安田翔伍,CX01164,栗,ラブリーデイ,9.5,9.1-9.5,阪神芝1800
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,1,1,タイキウルトラ,牡,3,54,7,23.5,橋田満,CX00362,栗,デクラレーションオブウォー,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,2,2,スキップアビート,牝,3,54,5,382.9,南田美知,CX00437,美,ダノンバラード,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,3,3,ゲットザナック,牝,3,54,9,100.7,田中博康,CX01162,美,ゴールドシップ,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,4,4,フェスティヴチャン,牝,3,54,6,175.5,根本康広,CX01029,美,ノヴェリスト,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,5,5,クラウンサプライズ,セ,3,56,11,307.3,天間昭一,CX01090,美,クラウンレガーロ,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,6,5,ウイニングライブ,牡,3,56,8,47.3,金成貴史,CX01132,美,ハービンジャー,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,7,6,レシプロシティ,牝,3,54,1,5.3,田村康仁,CX01027,美,キズナ,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,8,6,プレドミナル,牡,3,56,3,1.5,藤原英昭,CX01055,栗,エピファネイア,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,9,7,ローマンシアター,牝,3,53,10,14.8,田中克典,CX01180,栗,ドゥラメンテ,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,10,7,ウインジュルネ,牡,3,52,12,56,宮本博,CX01073,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,11,8,ルージュメイベル,牝,3,54,4,124.3,小島茂之,CX01068,美,ハービンジャー,9.5,9.1-9.5,阪神芝2000
阪神,6,7,未勝利,,芝,0,2000,A,良,2.02302E+17,12,8,レジェンドシップ,牡,3,56,2,4.3,奥村豊,CX01146,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝2000
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,1,1,ニシノベストワン,牡,3,56,5,5.9,新谷功一,CX01172,栗,エピファネイア,9.5,9.1-9.5,阪神芝1600
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,2,2,パンデアスカル,牡,3,56,4,5.2,高野友和,CX01117,栗,モーリス,9.5,9.1-9.5,阪神芝1600
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,3,3,オーシャントライブ,牡,3,56,2,10.3,高柳大輔,CX01159,栗,ルーラーシップ,9.5,9.1-9.5,阪神芝1600
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,4,4,モズメイメイ,牝,3,54,1,2.4,音無秀孝,CX01002,栗,リアルインパクト,9.5,9.1-9.5,阪神芝1600
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,5,5,マルモリディライト,牝,3,54,6,61.7,石橋守,CX01140,栗,ダンカーク,9.5,9.1-9.5,阪神芝1600
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,6,6,マイネルメモリー,牡,3,56,3,2.8,宮徹,CX01018,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝1600
阪神,8,23,1勝,E,芝,8,1600,A,良,2.02302E+17,7,7,コスモフーレイ,牝,3,54,7,56.6,五十嵐忠,CX00422,栗,サトノクラウン,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,1,1,ディオ,牡,4,58,1,1.7,辻野泰之,CX01183,栗,リオンディーズ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,2,1,アイキャンドウイッ,牡,4,58,5,19,池江泰寿,CX01071,栗,ディープインパクト,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,3,2,オーダーナチュラル,牡,4,54,6,21.6,高橋亮,CX01136,栗,イスラボニータ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,4,2,ザウリ,牡,4,57,12,270.3,森田直行,CX01142,栗,ビッグアーサー,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,5,3,エンギダルマ,牡,4,58,10,12,手塚貴久,CX01038,美,ルーラーシップ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,6,3,クワイエット,牝,7,53,13,229.3,服部利之,CX01040,栗,ローレルゲレイロ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,7,4,エリカフェリーチェ,牝,4,56,15,35.2,吉岡辰弥,CX01176,栗,キズナ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,8,4,イスラグランデ,セ,4,58,9,84.7,西園正都,CX01028,栗,イスラボニータ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,9,5,サトノスカイターフ,牡,5,58,3,9.2,池江泰寿,CX01071,栗,ディープインパクト,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,10,5,ロードリライアブル,牡,4,58,14,49.7,清水久詞,CX01110,栗,ハービンジャー,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,11,6,クレイジーリッチ,牡,5,58,16,546.2,小手川準,CX01171,美,エイシンヒカリ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,12,6,クロニクルノヴァ,セ,4,58,7,31.1,武幸四郎,CX01160,栗,キズナ,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,13,7,ミツルハピネス,牝,5,54,8,7.7,南井克巳,CX01049,栗,エピファネイア,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,14,7,ロゼクラン,牝,5,56,4,103.4,藤沢則雄,CX01041,栗,リーチザクラウン,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,15,8,ルショコラ,牝,4,56,11,166.6,吉田直弘,CX01101,栗,スクリーンヒーロー,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,16,8,アンフィニドール,牝,5,56,2,7.5,千田輝彦,CX01120,栗,モーリス,9.5,9.1-9.5,阪神芝1600
阪神,9,23,1勝,,芝,8,1600,A,良,2.02302E+17,17,8,アンジェリーナ,牝,4,56,17,40.1,昆貢,CX01044,栗,レッドスパーダ,9.5,9.1-9.5,阪神芝1600
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,1,1,マテンロウレオ,牡,4,56,2,15.2,昆貢,CX01044,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,2,2,ラストドラフト,牡,7,57,10,155.1,戸田博文,CX01054,美,ノヴェリスト,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,3,3,ウインマイティー,牝,6,55,6,17.1,五十嵐忠,CX00422,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,4,4,アフリカンゴールド,セ,8,58,9,111.2,西園正都,CX01028,栗,ステイゴールド,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,5,4,キングオブドラゴン,牡,6,57,4,31.7,矢作芳人,CX01075,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,6,5,ユニコーンライオン,牡,7,57,7,13.1,矢作芳人,CX01075,栗,No Nay Never,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,7,5,マイネルファンロン,牡,8,57,12,141.4,手塚貴久,CX01038,美,ステイゴールド,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,8,6,プラダリア,牡,4,57,3,8.8,池添学,CX01144,栗,ディープインパクト,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,9,6,キラーアビリティ,牡,4,56,5,6.8,斉藤崇史,CX01151,栗,ディープインパクト,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,11,7,インプレス,牡,4,56,11,28.4,佐々木晶,CX00429,栗,キズナ,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,12,8,ドウデュース,牡,4,58,1,2.5,友道康夫,CX01061,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2200
阪神,11,179,Ｇ２,B,芝,0,2200,A,良,2.02302E+17,13,8,スカーフェイス,牡,7,57,8,176.4,橋田満,CX00362,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2200
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,1,1,スリラー,牡,3,56,11,455.1,坂口智康,CX01170,栗,ブラックタイド,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,2,2,リコッチ,牝,3,54,4,6.4,四位洋文,CX01184,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,3,2,ゴッドスピードレオ,牡,3,56,15,391.6,宮本博,CX01073,栗,タリスマニック,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,4,3,イストロス,セ,3,56,12,58.1,音無秀孝,CX01002,栗,ロードカナロア,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,5,3,レッドヴァジュラ,牡,3,56,8,14,池江泰寿,CX01071,栗,ロードカナロア,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,6,4,シャンドゥルン,牝,3,52,9,311.6,安達昭夫,CX01042,栗,トゥザグローリー,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,7,4,ビギドリ,牝,3,50,13,212.4,武井亮,CX01147,美,サトノダイヤモンド,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,8,5,ルナビス,牝,3,54,5,7.3,森田直行,CX01142,栗,ディーマジェスティ,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,9,5,ナムラマイケル,牡,3,56,6,45.5,村山明,CX01107,栗,リアルスティール,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,10,6,インタクト,牡,3,56,10,38.2,矢作芳人,CX01075,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,11,6,テイエムハヤカケン,牡,3,56,14,331.5,木原一良,CX01033,栗,ドレフォン,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,12,7,ジャコイッチャン,牡,3,56,7,73.9,松永幹夫,CX01092,栗,シルバーステート,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,13,7,ヴィンセドリス,牡,3,56,2,18,友道康夫,CX01061,栗,ロードカナロア,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,14,8,ウインルーティン,牡,3,56,1,1.5,長谷川浩,CX01173,栗,ゴールドシップ,9.5,9.1-9.5,阪神芝2400
阪神,6,7,未勝利,,芝,8,2400,A,良,2.02302E+17,15,8,スティーロポリス,牡,3,56,3,12.6,西村真幸,CX01148,栗,リアルスティール,9.5,9.1-9.5,阪神芝2400
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,1,1,レッドベルアーム,牡,4,57,4,2.1,藤原英昭,CX01055,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,2,2,ディープキング,牡,6,58,3,6.6,田村康仁,CX01027,美,ディープインパクト,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,3,3,エボカシオン,牡,6,58,7,21.3,橋田満,CX00362,栗,ハーツクライ,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,4,4,ネイチャーシップ,牡,5,58,2,10.1,根本康広,CX01029,美,ゴールドシップ,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,5,5,ネグローニ,牝,5,56,6,107.3,小林真也,CX01185,栗,ドゥラメンテ,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,6,6,エアアネモイ,牡,4,57,8,4.5,池添学,CX01144,栗,Point of Entry,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,7,7,マテンロウアレス,セ,5,58,1,10.9,昆貢,CX01044,栗,ダイワメジャー,9.5,9.1-9.5,阪神芝2000
阪神,7,23,1勝,,芝,0,2000,A,良,2.02302E+17,8,8,サンライズエース,牡,4,57,5,5.8,河内洋,CX01072,栗,ドゥラメンテ,9.5,9.1-9.5,阪神芝2000
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,1,1,エンファサイズ,牡,3,56,12,33.2,四位洋文,CX01184,栗,リアルスティール,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,2,2,ショウナンアレクサ,牡,3,56,6,6.5,清水久詞,CX01110,栗,キズナ,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,3,3,エマヌエーレ,牡,3,56,2,90.1,平田修,CX01082,栗,ロードカナロア,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,4,4,ガルムキャット,牡,3,56,9,121.7,安田隆行,CX00438,栗,ハーツクライ,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,5,5,タイセイクラージュ,牡,3,56,11,21.5,矢作芳人,CX01075,栗,サトノクラウン,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,6,5,ティムール,牡,3,56,8,19.7,中竹和也,CX01039,栗,キズナ,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,7,6,スマートファントム,牡,3,56,4,105.3,石橋守,CX01140,栗,ハービンジャー,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,8,6,ドクタードリトル,牡,3,56,3,5.5,今野貞一,CX01128,栗,デクラレーションオブウォー,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,9,7,ミタマ,牝,3,54,7,40.1,上村洋行,CX01168,栗,ハーツクライ,9.5,9.1-9.5,阪神芝1800
阪神,9,23,1勝,E,芝,8,1800,A,良,2.02302E+17,10,7,メモリーズオブユー,牡,3,56,5,27.3,高橋義忠,CX01129,栗,エピファネイア,9.5,9.1-9.5,阪神芝1800
