level,場所,surface,距離,距離変化区分,lead_n,first_n,win_n,LeadAdj_Raw,FirstAdj_Raw,WinAdj_Raw,LeadAdj_Prod,FirstAdj_Prod,WinAdj_Prod
SURFACE_DISTANCE,,ダ,1800.0,延長1-199,4087,4087,4087,0.01794807876665984,0.03398274607838658,0.002806529593148921,0.006688287934291203,0.031658874680274895,0.0007843824787234766
SURFACE_DISTANCE,,ダ,1800.0,延長200-399,3436,3436,3436,-0.007753961234673215,-0.008541270397022238,-0.006561314671852142,-0.0028525279231624377,-0.007855408213107175,-0.0018103327526084547
SURFACE_DISTANCE,,ダ,1800.0,延長400m+,3261,3261,3261,0.016721986386327645,0.006016461424417363,-0.04335377390091799,0.006125290379760118,0.005509598625393154,-0.011910417581372667
SURFACE_DISTANCE,,ダ,1800.0,短縮1-199,1358,1358,1358,-0.009000401507552769,-0.0314718727292026,0.0035465101269943344,-0.002948744329856854,-0.02577732398447354,0.0008714404256559058
SURFACE_DISTANCE,,ダ,1800.0,短縮200-399,2980,2980,2980,-0.020576347183685256,-0.048600244665325754,-0.014843146988186888,-0.007477745683827081,-0.04415510033618011,-0.004045662624219231
SURFACE_DISTANCE,,ダ,1800.0,短縮400m+,720,720,720,-0.04471877820531091,-0.10131325781527961,-0.02802360932972306,-0.012626478552087787,-0.07151524081078561,-0.005934411387470765
SURFACE_DISTANCE,,ダ,1900.0,同距離,560,560,560,-0.004922586706973334,-0.0027013656223515703,0.01236263736263736,-0.0012821621190256126,-0.0017590287773452088,0.0024150268336314844
SURFACE_DISTANCE,,ダ,1900.0,延長1-199,1696,1696,1696,0.010912992807851463,0.006321118379495672,-0.00204100145137881,0.003709105371165547,0.005371050486785901,-0.0005202713118544781
SURFACE_DISTANCE,,ダ,1900.0,延長200-399,419,419,419,0.00479442658999224,0.03662306185616315,0.004222507802460071,0.0011175881731331008,0.021342229370976858,0.0007382047715844658
SURFACE_DISTANCE,,ダ,1900.0,延長400m+,105,105,105,0.047458365673979055,0.03717140215220205,-0.07692307692307693,0.004921608292116346,0.009637030187607937,-0.0059829059829059825
SURFACE_DISTANCE,,ダ,1900.0,短縮1-199,365,365,365,-0.02977581566979133,-0.03351489712509531,0.010748155953635402,-0.0065372467485556906,-0.018395394662646298,0.0017698091382301903
SURFACE_DISTANCE,,ダ,1900.0,短縮200-399,220,220,220,-0.03544206722645385,-0.03156181388620882,-0.013286713286713298,-0.005997888299861421,-0.013353075105703733,-0.00168639053254438
SURFACE_DISTANCE,,ダ,1900.0,短縮400m+,132,132,132,-0.030896612680999302,-0.07029830046360452,0.013986013986013984,-0.003776252661011026,-0.02148003625276805,0.0012820512820512818
SURFACE_DISTANCE,,ダ,2000.0,同距離,276,276,276,0.007169287696577237,0.006933631116245564,0.04140649090348443,0.001374113475177304,0.0033223649098676664,0.005952183067375887
SURFACE_DISTANCE,,ダ,2000.0,延長1-199,255,255,255,0.0025657071339173915,0.011537689201761459,0.012335732165206503,0.0004715353651523855,0.0053011004440525625,0.0017003306497987342
SURFACE_DISTANCE,,ダ,2000.0,延長200-399,722,722,722,-0.013305239582719397,-0.0057050890822420985,-0.013914878882536688,-0.003759836782279219,-0.0040304053986093885,-0.0029490829412499478
SURFACE_DISTANCE,,ダ,2000.0,短縮1-199,106,106,106,0.014552388598956245,-0.02577063500167931,-0.0063102167804094805,0.0015197568389057755,-0.0067282938674335145,-0.0004942485064458657
SURFACE_DISTANCE,,ダ,2100.0,同距離,869,869,869,0.005311445636942927,-0.007321744905408933,0.02341419882107043,0.001579348591446845,-0.005442768454063613,0.0052216267174106604
SURFACE_DISTANCE,,ダ,2100.0,延長1-199,182,182,182,0.008586651443794308,0.008005392981131454,0.002782931354359919,0.0012969050313448665,0.0030227832418380177,0.00031524492105404885
SURFACE_DISTANCE,,ダ,2100.0,延長200-399,1451,1451,1451,-0.0028643372642584985,0.014131520808094766,-0.005930271362977871,-0.0009494353787410809,0.01171035790550857,-0.001474270202343956
SURFACE_DISTANCE,,ダ,2100.0,延長400m+,342,342,342,-0.00108496349097853,-0.0027599189192295537,-0.018938037735030222,-0.00023118848218981757,-0.0014702371812718182,-0.003026546217467446
SURFACE_DISTANCE,,ダ,2100.0,短縮200-399,274,274,274,-0.006292629858844663,-0.03458526691822328,-0.002952209417277196,-0.0012015195688665071,-0.016509343441799964,-0.0004227728468644347
SURFACE_DISTANCE,,ダ,2400.0,同距離,320,320,320,-0.016160436137071646,-0.009399064720326478,0.0049357476635514125,-0.003336348105718017,-0.004851130178233021,0.000764244799517638
SURFACE_DISTANCE,,ダ,2400.0,延長200-399,208,208,208,-0.011352743829379341,-0.027039068946869027,0.02152228612508987,-0.0018593470208747268,-0.011071114844387319,0.0026436823901685195
SURFACE_DISTANCE,,ダ,2400.0,延長400m+,636,636,636,0.007817551284311997,0.01717940005389318,-0.01340151648739199,0.0021247703490694147,0.011673182087901777,-0.0027318475916606752
SURFACE_DISTANCE,,ダ,2500.0,延長400m+,106,106,106,0.029874213836477995,0.02285518319323343,-0.026729559748427667,0.0031198686371100176,0.005967116794292473,-0.0020935960591133
SURFACE_DISTANCE,,芝,1000.0,同距離,694,694,694,0.0,-0.0010518443063471938,0.001388633327994132,0.0,-0.0007343862662021655,0.00029085861055168843
SURFACE_DISTANCE,,芝,1000.0,短縮200-399,1092,1092,1092,0.0,0.00045783549832467685,0.006669375640436737,0.0,0.00035916405472022063,0.0015696030602062319
SURFACE_DISTANCE,,芝,1000.0,短縮400m+,333,333,333,0.0,0.0007063368053261687,-0.02897891000784892,0.0,0.0003715800255507333,-0.004573448830622602
SURFACE_DISTANCE,,芝,1200.0,同距離,15571,15571,15571,0.0,0.00011318958096984133,0.003275565833443933,0.0,0.00011105002616605125,0.0009640949327557586
SURFACE_DISTANCE,,芝,1200.0,延長1-199,146,146,146,0.0,-0.0005416359762757672,-0.05521127702423935,0.0,-0.00017730684425170854,-0.005422094021662968
SURFACE_DISTANCE,,芝,1200.0,延長200-399,1123,1123,1123,0.0,0.0008320951073639282,-0.024386309654547113,0.0,0.0006566709807236061,-0.005773540212661224
SURFACE_DISTANCE,,芝,1200.0,短縮200-399,3753,3753,3753,0.0,0.0003202772211154947,0.004631259905121268,0.0,0.0002965705430166424,0.001286537263058484
SURFACE_DISTANCE,,芝,1200.0,短縮400m+,2277,2277,2277,0.0,-0.0016060765748284744,-0.014013113133996842,0.0,-0.0014191060771767312,-0.00371453534413397
SURFACE_DISTANCE,,芝,1400.0,同距離,4738,4738,4738,0.0,0.0009593560849541216,0.008932136623145487,0.0,0.0009022288865646345,0.002520075227498808
SURFACE_DISTANCE,,芝,1400.0,延長200-399,3183,3183,3183,0.0,0.0006731873126157861,-0.020257467763921892,0.0,0.0006152039092897064,-0.005553791549747061
SURFACE_DISTANCE,,芝,1400.0,延長400m+,110,110,110,0.0,0.0004776405107309589,-0.06049109527370397,0.0,0.00012814745409854997,-0.004868795473249344
SURFACE_DISTANCE,,芝,1400.0,短縮1-199,138,138,138,0.0,0.003996920095750811,0.03186727099770578,0.0,0.0012593035918118992,0.0030121119162215054
SURFACE_DISTANCE,,芝,1400.0,短縮200-399,2816,2816,2816,0.0,-0.0009283065877923047,0.017420836544477847,0.0,-0.0008389317558482446,0.00472308174350927
SURFACE_DISTANCE,,芝,1400.0,短縮400m+,904,904,904,0.0,-0.005055791054168202,-0.025334216753993596,0.0,-0.0037960424526312744,-0.00570651128212879
SURFACE_DISTANCE,,芝,1500.0,同距離,263,263,263,0.0,0.0014575655023014722,0.027416118270796777,0.0,0.0006808876147518422,0.0038421522763159247
SURFACE_DISTANCE,,芝,1500.0,延長1-199,159,159,159,0.0,-0.003328603429430199,0.049225430273092494,0.0,-0.0011530456324169971,0.005115583930340984
SURFACE_DISTANCE,,芝,1500.0,延長200-399,295,295,295,0.0,0.0035255395967626058,-0.0421720753233258,0.0,0.0017479566067982667,-0.0062726532203602236
SURFACE_DISTANCE,,芝,1500.0,短縮1-199,157,157,157,0.0,-0.001072945152860827,-4.74936543200799e-05,0.0,-0.0003686047899324941,-4.894860215483071e-06
SURFACE_DISTANCE,,芝,1500.0,短縮200-399,242,242,242,0.0,-0.0010285133369654087,0.0080590494840702,0.0,-0.0004592255120768061,0.001079496296205713
SURFACE_DISTANCE,,芝,1600.0,同距離,8999,8999,8999,0.0,0.0011196881105743905,0.019933967326255422,0.0,0.00108356525508753,0.00578726009148207
SURFACE_DISTANCE,,芝,1600.0,延長1-199,245,245,245,0.0,0.004422370898316652,0.02707535038242266,0.0,0.0019880382937386785,0.003651446335978102
SURFACE_DISTANCE,,芝,1600.0,延長200-399,3109,3109,3109,0.0,-0.0008770414670280502,-0.030578203158646393,0.0,-0.0007998597597507211,-0.008366174856576558
SURFACE_DISTANCE,,芝,1600.0,延長400m+,1374,1374,1374,0.0,-0.0006317577587073853,-0.058226019073656717,0.0,-0.0005185395223798969,-0.014337374589104716
SURFACE_DISTANCE,,芝,1600.0,短縮1-199,148,148,148,0.0,-0.0029147145690209264,-0.07496546594410795,0.0,-0.0009628967772658417,-0.0074296131426749845
SURFACE_DISTANCE,,芝,1600.0,短縮200-399,3540,3540,3540,0.0,-0.001161965713206481,0.005260522756457012,0.0,-0.0010711871418622246,0.0014548633248326424
SURFACE_DISTANCE,,芝,1600.0,短縮400m+,1407,1407,1407,0.0,-0.0021464539550313244,-0.013131777244747615,0.0,-0.0017692212740064873,-0.003247172334509648
SURFACE_DISTANCE,,芝,1800.0,同距離,7669,7669,7669,0.006010784778191405,-0.004172993704309014,0.014628143022574702,0.0023138014036365863,-0.0040158976933549785,0.004223236121475419
SURFACE_DISTANCE,,芝,1800.0,延長1-199,286,286,286,-0.00025319508078128217,-0.09177089470194688,-0.06073064866168314,-4.942921030951993e-05,-0.04478920799446554,-0.008891961868894903
SURFACE_DISTANCE,,芝,1800.0,延長200-399,3982,3982,3982,0.0019683402899253605,0.0197816278150742,0.002650721349521129,0.0007321747813622406,0.018395712741622012,0.0007395029715408548
SURFACE_DISTANCE,,芝,1800.0,延長400m+,1554,1554,1554,0.014052319224733024,-0.004029312910664884,-0.05247314040417489,0.004711392464991397,-0.003377320530298398,-0.013194702295807083
SURFACE_DISTANCE,,芝,1800.0,短縮200-399,4717,4717,4717,-0.013274835301912709,-0.0033517122977663183,-0.003165466334999867,-0.004992417629589177,-0.003151290992338793,-0.0008928545765713198
SURFACE_DISTANCE,,芝,1800.0,短縮400m+,882,882,882,-0.012637636036650812,0.006613617117519288,-0.007918381563701754,-0.0037720456799749634,0.0049350340927682,-0.00177259201502156
SURFACE_DISTANCE,,芝,2000.0,同距離,9782,9782,9782,-0.0006484116696721526,0.0017282408558193518,0.013357774072727271,-0.0002516470126059511,0.0016768153195422435,0.0038880900410459677
SURFACE_DISTANCE,,芝,2000.0,延長200-399,7195,7195,7195,0.001603146232838859,0.005183365374132665,-0.008386806782267414,0.0006155910417758822,0.0049758924438805235,-0.002415333214079281
SURFACE_DISTANCE,,芝,2000.0,延長400m+,2402,2402,2402,0.020928714050715905,-0.0006880892027928409,-0.03139195826883843,0.007442009052526959,-0.0006116914378639541,-0.00837196340804033
SURFACE_DISTANCE,,芝,2000.0,短縮200-399,1389,1389,1389,-0.005910570946367766,0.01245730994491634,0.015460047109449038,-0.001944294385909965,0.010244643880099939,0.0038142105568427552
SURFACE_DISTANCE,,芝,2000.0,短縮400m+,1537,1537,1537,-0.027279323385014577,-0.037676982902091205,-0.006633800216857236,-0.009129737624990182,-0.031523964464079575,-0.0016651308002138656
SURFACE_DISTANCE,,芝,2200.0,同距離,859,859,859,-0.007172769431150888,0.00013756821103305672,0.021734374566994397,-0.0021264569254041805,0.00010195952828075558,0.00483256973763111
SURFACE_DISTANCE,,芝,2200.0,延長200-399,1957,1957,1957,0.004452017980147785,0.017343349608239356,0.005419697484695868,0.0015441026472572824,0.015038074959381666,0.0014097937054784865
SURFACE_DISTANCE,,芝,2200.0,延長400m+,1119,1119,1119,0.004653855247252925,-0.0013139611088172076,-0.03548659750914626,0.0014679814014590623,-0.0010361680625556415,-0.008395243681339253
SURFACE_DISTANCE,,芝,2200.0,短縮200-399,852,852,852,-0.00775347524148827,-0.020928049500628765,0.013167255906252298,-0.0022937364256069466,-0.015478036609840025,0.0029214849041997288
SURFACE_DISTANCE,,芝,2200.0,短縮400m+,348,348,348,-0.0017635124763919485,-0.03225444599177896,0.0020777302465469355,-0.00037882860603975196,-0.01732183210669611,0.0003347454286103396
SURFACE_DISTANCE,,芝,2400.0,同距離,869,869,869,-0.003237093126885915,-0.003591026138081488,0.04146765448798738,-0.0009625436876865219,-0.0026694625440485996,0.009247748096679479
SURFACE_DISTANCE,,芝,2400.0,延長200-399,779,779,779,-0.005350983201647591,0.005750032125501736,0.0007601291279539235,-0.001545288568705644,0.004151320691163905,0.00016463593809344944
SURFACE_DISTANCE,,芝,2400.0,延長400m+,1831,1831,1831,0.007359089859012874,0.013282567568167258,-0.01733361931650111,0.0025292338867860297,0.011412661293906265,-0.004468023036393271
SURFACE_DISTANCE,,芝,2400.0,短縮1-199,163,163,163,-0.005185598919454762,-0.008012044660969386,-0.028749152080453894,-0.0007302398478368262,-0.0028206550318315552,-0.0030363575307434027
SURFACE_DISTANCE,,芝,2400.0,短縮200-399,330,330,330,-0.009182624388872865,-0.05974087522411475,0.0008846088416505915,-0.0019239784433828862,-0.03129283940310773,0.00013900996083080725
SURFACE_DISTANCE,,芝,2500.0,同距離,117,117,117,0.0014703606252902124,0.021184097794666235,0.058281311802438576,0.00016501889032034039,0.005943739669007073,0.004905693151716053
SURFACE_DISTANCE,,芝,2500.0,延長1-199,230,230,230,-0.001539672819525842,-0.010674960911726816,-0.0002099553844807922,-0.0002672639611252405,-0.004632530206975788,-2.733381420598993e-05
SURFACE_DISTANCE,,芝,2500.0,延長200-399,161,161,161,-0.01334091505555069,-0.0004992635931723166,-0.010147843583238558,-0.001863676636827472,-0.00017436320715996306,-0.001063212245272066
SURFACE_DISTANCE,,芝,2500.0,延長400m+,253,253,253,0.011503805441343717,-0.008812006769070235,-0.0073245798904096465,0.0021052171983073856,-0.004031532934131591,-0.001005308523837418
SURFACE_DISTANCE,,芝,2500.0,短縮1-199,156,156,156,-0.011350152195222618,0.006224730657697131,-0.014368260847134093,-0.0015531787214515163,0.002129513119738492,-0.0014746372974690253
SURFACE_DISTANCE,,芝,2600.0,同距離,867,867,867,0.00551210401852073,-0.007158399341177124,-0.0054256876121884234,0.0016380442790256977,-0.005318193855013339,-0.0012092727917139751
SURFACE_DISTANCE,,芝,2600.0,延長1-199,116,116,116,0.007520615333797359,0.011334776017229098,0.005810044002972858,0.000838837864154321,0.00316065869711196,0.000486032527171768
SURFACE_DISTANCE,,芝,2600.0,延長200-399,489,489,489,-0.013246608416290787,-0.012725694359615347,0.025942615753907203,-0.0032839500712629633,-0.007887027302727383,0.0048235509899850265
SURFACE_DISTANCE,,芝,2600.0,延長400m+,1420,1420,1420,-0.0005172671334197354,0.007682282525614648,-0.007157415929032976,-0.00017081844871070335,0.00634234952696093,-0.0017727088289349116
SURFACE_DISTANCE,,芝,3000.0,延長400m+,287,287,287,0.00871080139372822,0.007323053150989245,0.008083623693379782,0.001703577512776831,0.0035804365491208063,0.0011856899488926732
GLOBAL,,,,同距離,108149,108149,108149,-0.0030661100071681276,0.025811840347576775,0.011119654588937697,-0.0012152075829012666,0.025575357738046898,0.0033053336012396533
GLOBAL,,,,延長1-199,12206,12206,12206,0.02489089183807349,-0.13417492306233303,-0.0005510989192180071,0.00920242997957065,-0.12401477441305747,-0.0001528103909126532
GLOBAL,,,,延長200-399,38386,38386,38386,0.00639151728371893,-0.03527604673045692,-0.010340313795173098,0.0024916953481220216,-0.03438039734411515,-0.00302333279851862
GLOBAL,,,,延長400m+,16948,16948,16948,0.0412414518164109,-0.19516560068081878,-0.02954415073512425,0.015577448749376688,-0.18429165368500763,-0.008369416090799294
GLOBAL,,,,短縮1-199,11292,11292,11292,0.01026029054554934,-0.11700946742321439,-0.0015633737950376259,0.0037702310719278606,-0.10749031127098413,-0.00043085625350386116
GLOBAL,,,,短縮200-399,36746,36746,36746,-0.018525890542807472,0.09192041858471856,0.001263448835214273,-0.007214034587887494,0.08948518257071128,0.00036899293354620633
GLOBAL,,,,短縮400m+,16175,16175,16175,-0.02173930320877934,0.08974037243347299,-0.020215661992943876,-0.008189420189857487,0.08451531435874386,-0.005711586598006414
