level,場所,surface,距離,距離変化区分,lead_n,first_n,win_n,LeadAdj_Raw,FirstAdj_Raw,WinAdj_Raw,LeadAdj_Prod,FirstAdj_Prod,WinAdj_Prod
COURSE,京都,芝,3000.0,延長400m+,118,118,118,-0.0036319612590798994,0.004812791546234041,-0.0007748184019370497,-0.0007202881152460977,0.0023861739598975496,-0.0001152460984393763
COURSE,函館,ダ,1000.0,同距離,534,534,534,0.0,0.005277698988257695,0.021018514955620543,0.0,0.004309313852797567,0.005148572012064848
COURSE,函館,ダ,1000.0,短縮1-199,52,52,52,0.0,0.0070621634833965,-0.043516201264488935,0.0,0.0021350726810268486,-0.003946818254221089
COURSE,函館,ダ,1000.0,短縮200-399,453,453,453,0.0,0.006006490863153857,0.004114975505760676,0.0,0.004748587017467185,0.0009759601592196787
COURSE,函館,ダ,1000.0,短縮400m+,198,198,198,0.0,0.004674014314943964,-0.026422184170471846,0.0,0.0029102353281726567,-0.00493546459033342
COURSE,函館,ダ,1700.0,同距離,1202,1202,1202,0.00968439769518277,0.0035274088793494363,0.01098122892776486,0.0035221319302903755,0.0032072204788033453,0.002995333699963698
COURSE,函館,ダ,1700.0,延長1-199,262,262,262,-0.003976041013839082,-0.005656695855268956,0.0071072783873170065,-0.0010908091577233922,-0.0038797233352891795,0.0014623876472332896
COURSE,函館,ダ,1700.0,延長200-399,214,214,214,0.0067609212462736296,0.031063790284671988,0.0017209617717787312,0.0017327390978473735,0.019903147068622173,0.0003307956459526783
COURSE,函館,ダ,1700.0,延長400m+,161,161,161,0.0888123521396387,0.07237530709613083,-0.023355952374619363,0.02035414760780332,0.04146770264226713,-0.0040145640558509445
COURSE,函館,ダ,1700.0,短縮1-199,669,669,669,-0.00391898878823177,-0.0029875855320321554,0.010661632042653107,-0.0013291779464268969,-0.002533199899783919,0.002712027314271836
COURSE,函館,ダ,1700.0,短縮200-399,141,141,141,-0.008848543856132415,-0.03789987541045109,0.012060989610315223,-0.0019120991321297635,-0.020474645336680475,0.0019547121092579845
COURSE,函館,ダ,1700.0,短縮400m+,97,97,97,-0.021131939337597647,-0.12498594743839647,-0.0008804449147999382,-0.003778429706446031,-0.05586929447707124,-0.00011806888027962305
COURSE,函館,ダ,2400.0,延長400m+,85,85,85,0.015457210921751882,0.033308493244584514,0.014678394722374935,0.002563634982144215,0.0138108386623887,0.0018258490996124917
COURSE,函館,芝,1200.0,同距離,1982,1982,1982,0.0,0.010776119722359256,0.005257600406887372,0.0,0.010160927350007634,0.0014872355860776553
COURSE,函館,芝,1200.0,延長200-399,191,191,191,0.0,0.01358886457881181,-0.006082682030335601,0.0,0.008345572779913362,-0.0011206999367788743
COURSE,函館,芝,1200.0,短縮200-399,393,393,393,0.0,0.004483364828453462,0.025237675535975362,0.0,0.0034346245177041142,0.005800237710899601
COURSE,函館,芝,1200.0,短縮400m+,278,278,278,0.0,0.0025710549791344572,0.010226783486256358,0.0,0.0017958625231140179,0.0021429993536527144
COURSE,函館,芝,1800.0,同距離,591,591,591,0.05096377745598821,-0.24050537034793662,0.009773297476780768,0.016944918411526882,-0.19991374666052114,0.0024371387378807736
COURSE,函館,芝,1800.0,延長1-199,40,40,40,0.03628526645768025,-0.3419575916320107,-0.05321316614420062,0.0036285266457680254,-0.08548939790800268,-0.003990987460815046
COURSE,函館,芝,1800.0,延長200-399,194,194,194,0.09015124583912354,-0.2586214968848335,0.040343534886727206,0.022279416169159193,-0.15978525603712643,0.007477687039514405
COURSE,函館,芝,1800.0,延長400m+,122,122,122,0.026859036949483536,-0.2460005284310951,-0.053623002209774395,0.005416202492292548,-0.12401679532476695,-0.00810992512759398
COURSE,函館,芝,1800.0,短縮200-399,316,316,316,0.0024245069640093653,-0.3180788271124234,-0.014922026903694291,0.0007028845877311554,-0.2305341957970775,-0.0032445141065830705
COURSE,函館,芝,1800.0,短縮400m+,57,57,57,-0.02117087389319694,-0.4236609747498675,-0.07821316614420062,-0.0027270956201406226,-0.1364331952584319,-0.007556187237660059
COURSE,函館,芝,2000.0,同距離,459,459,459,0.02148017897010951,-0.09476884919244277,0.01918680779212384,0.006811331362542497,-0.075127636924579,0.00456308019512168
COURSE,函館,芝,2000.0,延長200-399,373,373,373,0.02012509418969749,-0.07679909207183311,-0.01719020950272976,0.006090596456598105,-0.05810560110100152,-0.0039017940027494115
COURSE,函館,芝,2000.0,延長400m+,53,53,53,-0.00906201694389551,-0.09518785156914633,0.015487214747358771,-0.0011104899376334382,-0.029161596145461016,0.0014233914131965575
COURSE,函館,芝,2000.0,短縮200-399,56,56,56,-0.012094361957372603,-0.06804380009052624,-0.0252809793227221,-0.0015392824309383314,-0.021650300028803804,-0.0024131843898962005
COURSE,函館,芝,2000.0,短縮400m+,109,109,109,-0.02896854282237915,-0.1571622354450362,-0.014632224407912134,-0.005515408153081795,-0.07480647887995173,-0.002089404970038108
COURSE,函館,芝,2600.0,同距離,130,130,130,0.02131371878207322,-0.031124781813681446,-0.018858391010289743,0.00443325350667123,-0.01618488654311435,-0.0029419089976052
COURSE,函館,芝,2600.0,延長200-399,83,83,83,-0.006397124591420764,-0.013912059153785461,-0.03220408146441393,-0.0010462292435230018,-0.005688181821498489,-0.003950155805240921
COURSE,函館,芝,2600.0,延長400m+,221,221,221,-0.006288091172677909,0.021265297940651684,0.019150658763465903,-0.0016301092658789656,0.013781908636023524,0.003723427202398209
COURSE,小倉,ダ,1000.0,同距離,702,702,702,0.0,-0.007592809985679905,0.010614852866565189,0.0,-0.006484370571712035,0.002719571792820716
COURSE,小倉,ダ,1000.0,短縮1-199,124,124,124,0.0,-0.0088163800161154,-0.0013325784357048204,0.0,-0.004480455418025859,-0.00020316359757466935
COURSE,小倉,ダ,1000.0,短縮200-399,1043,1043,1043,0.0,-0.006282212259109965,-0.01773996407885578,0.0,-0.005634004631342815,-0.004772858779255352
COURSE,小倉,ダ,1000.0,短縮400m+,366,366,366,0.0,-0.006838420601614104,-1.0526611273306563e-05,0.0,-0.005149921687635312,-2.378234398784075e-06
COURSE,小倉,ダ,1700.0,同距離,1627,1627,1627,-0.005683862743524684,0.002891106613579497,0.0037831253777503987,-0.0021173771456702143,0.002692518866796704,0.0010569796776645503
COURSE,小倉,ダ,1700.0,延長1-199,275,275,275,0.01095803254618867,-0.008248271909717997,-0.025772666095680907,0.00305160400020444,-0.005742467785246707,-0.005382898614920696
COURSE,小倉,ダ,1700.0,延長200-399,764,764,764,0.011091302417678445,0.04100933447723143,0.0015619364745237535,0.0038342783018580693,0.03544245649389685,0.0004049726696389642
COURSE,小倉,ダ,1700.0,延長400m+,416,416,416,0.0018408996790558046,0.017149924251152915,-0.034583854906869715,0.0005715031839456827,0.013310388971044054,-0.00805236024697265
COURSE,小倉,ダ,1700.0,短縮1-199,1972,1972,1972,-0.0032057144573149204,-0.003542263804069523,-0.0015443791696252152,-0.0012087321051290675,-0.003339074675729015,-0.00043673743630510384
COURSE,小倉,ダ,1700.0,短縮200-399,369,369,369,-0.023897843285296913,-0.06420386910330494,-0.010714770062175118,-0.0072133367462368595,-0.04844831840310741,-0.0024256135907623423
COURSE,小倉,ダ,1700.0,短縮400m+,106,106,106,-0.06324436882602402,-0.12690580458097284,-0.02587558204765346,-0.011865315213377959,-0.059522191529128854,-0.0036409004828114157
COURSE,小倉,ダ,2400.0,延長400m+,79,79,79,0.009947158799637215,-0.003200826425568959,-0.02880634094404353,0.0015795488345152564,-0.0012706798372861697,-0.0034307049265016663
COURSE,小倉,芝,1200.0,同距離,3936,3936,3936,0.0,-0.005640462783045974,-0.0038692567547215784,0.0,-0.005473585185914436,-0.0011264345108420216
COURSE,小倉,芝,1200.0,延長200-399,206,206,206,0.0,-0.004524163000870551,-0.03978369356899264,0.0,-0.0028588269269304713,-0.007541816756330506
COURSE,小倉,芝,1200.0,短縮200-399,870,870,870,0.0,-0.00456419780288897,0.008101587091647919,0.0,-0.004010961705569095,0.0021358729605253602
COURSE,小倉,芝,1200.0,短縮400m+,641,641,641,0.0,-0.007295341706583525,-0.009627535866373854,0.0,-0.006144959308699132,-0.0024328188529614877
COURSE,小倉,芝,1800.0,同距離,1120,1120,1120,0.05057098074339454,-0.2615734569175189,0.006608262427227951,0.01827080594600061,-0.2362598965706622,0.0017906259480230577
COURSE,小倉,芝,1800.0,延長1-199,53,53,53,0.0367569645708878,-0.31290316990070216,-0.04047731708759685,0.004504321669958505,-0.09586050869790298,-0.0037201696051606353
COURSE,小倉,芝,1800.0,延長200-399,560,560,560,0.03449955217196597,-0.2651581163057497,0.02357254814151366,0.011364558362529968,-0.2183655075459115,0.005823806011432786
COURSE,小倉,芝,1800.0,延長400m+,356,356,356,0.05679088443520834,-0.23721839590264637,-0.055741256031841074,0.01698954189826401,-0.1774154389523994,-0.012506651563446694
COURSE,小倉,芝,1800.0,短縮200-399,681,681,681,0.011211845018620048,-0.30041173813406463,-0.00038644074038271525,0.0038128671449089904,-0.2554062342937553,-9.856409895154647e-05
COURSE,小倉,芝,1800.0,短縮400m+,110,110,110,-0.002351097178683384,-0.33361215550248363,-0.03275862068965517,-0.00044977511244377784,-0.15955363958814436,-0.004700149925037481
COURSE,小倉,芝,2000.0,同距離,1241,1241,1241,0.006050567247185931,-0.08656292935697318,0.023484417246864647,0.0022068343728898574,-0.07893063580602772,0.006424135592217273
COURSE,小倉,芝,2000.0,延長200-399,832,832,832,0.014863055625044988,-0.09678609513870062,-0.024765869432612206,0.0051958244874106855,-0.08458616718004087,-0.006493236355441184
COURSE,小倉,芝,2000.0,延長400m+,280,280,280,0.041477066614055966,-0.06792419251556148,-0.04313812217986496,0.011613578651935672,-0.04754693476089303,-0.009059005657771641
COURSE,小倉,芝,2000.0,短縮200-399,178,178,178,0.007367917336367366,-0.07236799346054867,0.01103523255528753,0.0017603883031857602,-0.043226519583817666,0.001977454424336759
COURSE,小倉,芝,2000.0,短縮400m+,154,154,154,-0.03319825806126871,-0.11495028916422312,-0.03989136893311171,-0.007463549987496907,-0.06460709682952687,-0.006726208922298397
COURSE,小倉,芝,2600.0,同距離,239,239,239,0.009179827568684087,0.010695135475337736,0.003285155819449548,0.002444544611605011,0.00712015982898529,0.0006561160787034334
COURSE,小倉,芝,2600.0,延長200-399,96,96,96,-0.02660294788459345,-0.043711929352752144,0.03418648078458204,-0.004729412957261057,-0.01942752415677873,0.004558197437944272
COURSE,小倉,芝,2600.0,延長400m+,380,380,380,0.005524245097862687,0.010033420083386702,-0.006712642022435503,0.001679370509750257,0.007625399263373894,-0.0015304823811152946
COURSE,新潟,ダ,1200.0,同距離,2647,2647,2647,0.0,0.0038488994617380534,0.01557924322809498,0.0,0.0036819793549767357,0.004471079525634342
COURSE,新潟,ダ,1200.0,延長1-199,458,458,458,0.0,0.0024572650339607094,-0.0184487327453643,0.0,0.0019471062033806314,-0.004385563804866877
COURSE,新潟,ダ,1200.0,延長200-399,280,280,280,0.0,0.004088374705463416,0.0027614980718534132,0.0,0.0028618622938243908,0.0005799145950892168
COURSE,新潟,ダ,1200.0,短縮1-199,154,154,154,0.0,0.0035849117182340517,0.015748511058866405,0.0,0.0020148773890804523,0.0026554058792687147
COURSE,新潟,ダ,1200.0,短縮200-399,892,892,892,0.0,0.0025843474671312094,-0.003644651832054341,0.0,0.002277903103439762,-0.0009637439034167407
COURSE,新潟,ダ,1200.0,短縮400m+,495,495,495,0.0,0.002818888019310073,-0.03230343699308165,0.0,0.002268861088712986,-0.0078000982007684965
COURSE,新潟,ダ,1800.0,同距離,2842,2842,2842,-0.007012546287256338,0.0063319156146258715,0.004979361973740853,-0.002691378331989536,0.0060753896612986925,0.0014332896754934
COURSE,新潟,ダ,1800.0,延長1-199,1149,1149,1149,0.016109478249577397,0.043654365532184936,0.01439733642020441,0.005834449332943871,0.03952629314143458,0.003910765850310843
COURSE,新潟,ダ,1800.0,延長200-399,601,601,601,-0.020365847903961308,-0.04539770056358122,-0.008690091119332971,-0.006790499079212618,-0.0378419112880892,-0.0021731254213810465
COURSE,新潟,ダ,1800.0,延長400m+,513,513,513,0.04168473056661891,0.02540513486254281,-0.03625947677611682,0.013512964790316273,0.020588995552108157,-0.008815692694856839
COURSE,新潟,ダ,1800.0,短縮1-199,159,159,159,0.006486672528441706,-0.01751960991589263,0.012804482913463519,0.001478682339816819,-0.009984293823035586,0.0021891535303663434
COURSE,新潟,ダ,1800.0,短縮200-399,496,496,496,-0.0168065918253826,-0.050915361705017925,-0.010729702519687218,-0.005413032172331019,-0.040996784749494954,-0.002591850219041328
COURSE,新潟,ダ,1800.0,短縮400m+,147,147,147,-0.04126072831868959,-0.13836265077241072,-0.04803494719820378,-0.009086632303891192,-0.07617718975110253,-0.007933862065321299
COURSE,新潟,ダ,2500.0,延長400m+,65,65,65,0.02435897435897437,0.010955233038566381,-0.03717948717948717,0.0034234234234234253,0.0038491359324692694,-0.003918918918918918
COURSE,新潟,芝,1000.0,同距離,694,694,694,0.0,-0.0010518443063471938,0.001388633327994132,0.0,-0.0008967812636424479,0.00035517623942061215
COURSE,新潟,芝,1000.0,短縮1-199,58,58,58,0.0,-8.942365067765579e-05,0.024194953510842193,0.0,-2.9138043479236156e-05,0.002365124669037383
COURSE,新潟,芝,1000.0,短縮200-399,1092,1092,1092,0.0,0.00045783549832467685,0.006669375640436737,0.0,0.00041250525096579797,0.001802712425583395
COURSE,新潟,芝,1000.0,短縮400m+,333,333,333,0.0,0.0007063368053261687,-0.02897891000784892,0.0,0.0005192277178225479,-0.006390713266631582
COURSE,新潟,芝,1200.0,同距離,964,964,964,0.0,-0.004612998062356155,0.008890922714293023,0.0,-0.004102334070213407,0.0023720063182412748
COURSE,新潟,芝,1200.0,延長200-399,101,101,101,0.0,-0.00833885498964726,-0.029305946765186046,0.0,-0.0038109699273953536,-0.004017964646991571
COURSE,新潟,芝,1200.0,短縮200-399,210,210,210,0.0,-0.005142875366136002,-0.026052764304082793,0.0,-0.0032727388693592737,-0.00497370954896126
COURSE,新潟,芝,1200.0,短縮400m+,147,147,147,0.0,-0.006499271293360476,-0.014488138453742659,0.0,-0.0035782504873557676,-0.0023929846659552483
COURSE,新潟,芝,1400.0,同距離,612,612,612,0.0,-0.00688235122996228,0.012117342040615695,0.0,-0.005754096929968464,0.0030392677577281988
COURSE,新潟,芝,1400.0,延長200-399,544,544,544,0.0,-0.003584236226613635,-0.030979063188142475,0.0,-0.00293648269168346,-0.007614131193230198
COURSE,新潟,芝,1400.0,短縮200-399,353,353,353,0.0,-0.007682253452911736,0.012570970139636234,0.0,-0.005733267376063092,0.002814515301876273
COURSE,新潟,芝,1400.0,短縮400m+,180,180,180,0.0,-0.008273895015537214,-0.019582004364613062,0.0,-0.004964337009322328,-0.003524760785630351
COURSE,新潟,芝,1600.0,同距離,727,727,727,0.0,-0.005125569592603574,0.014443062253966327,0.0,-0.0043993968049855945,0.0037190459003424506
COURSE,新潟,芝,1600.0,延長200-399,301,301,301,0.0,-0.00728119310982045,-0.015164801492280708,0.0,-0.005205793648588968,-0.0032526878260165032
COURSE,新潟,芝,1600.0,延長400m+,199,199,199,0.0,0.0021952810486600693,-0.054864963431545136,0.0,0.0013694699958725824,-0.010267831714304843
COURSE,新潟,芝,1600.0,短縮200-399,401,401,401,0.0,-0.004991844880712026,0.0073287983950441615,0.0,-0.0038420917412006193,0.0016922350228863966
COURSE,新潟,芝,1600.0,短縮400m+,141,141,141,0.0,-0.006793267946948456,-0.025320075873185965,0.0,-0.0036699263621445682,-0.0041035985035853114
COURSE,新潟,芝,1800.0,同距離,974,974,974,-0.038714733542319746,0.26960103448808115,-0.001211112756110272,-0.013787257941579319,0.2400287089500832,-0.0003234800249866741
COURSE,新潟,芝,1800.0,延長1-199,46,46,46,-0.038714733542319746,0.26132736634124687,-0.056474035709418016,-0.0042912716697511046,0.07241601717889974,-0.004694829474638365
COURSE,新潟,芝,1800.0,延長200-399,377,377,377,-0.038714733542319746,0.2693651191452756,0.006667470460573907,-0.011746844704591183,0.204327263416034,0.001517285531370038
COURSE,新潟,芝,1800.0,延長400m+,163,163,163,-0.038714733542319746,0.2665311193993293,-0.04753831951843375,-0.008919436844378965,0.15351439032540873,-0.008214218460959048
COURSE,新潟,芝,1800.0,短縮200-399,544,544,544,-0.038714733542319746,0.2674934603677003,-0.0010072837912594446,-0.0126872379801337,0.21915126873498336,-0.0002475733655625623
COURSE,新潟,芝,1800.0,短縮400m+,125,125,125,-0.038714733542319746,0.2700825572713731,-0.014213166144200623,-0.007900966029044847,0.13779722309763934,-0.0021754846139082585
COURSE,新潟,芝,2000.0,同距離,831,831,831,-0.04039503240605749,0.20932179343551616,0.00899356081824404,-0.014119146973473724,0.18290894883797468,0.0023576179936784848
COURSE,新潟,芝,2000.0,延長200-399,675,675,675,-0.028628753491764136,0.16221528468384794,-0.010704259746002517,-0.009722972883995368,0.13772995869383317,-0.0027265567277553584
COURSE,新潟,芝,2000.0,延長400m+,194,194,194,0.027117714625838008,0.1417047684006244,-0.027306016141573353,0.006701702722818565,0.08755007983987623,-0.005061178788024105
COURSE,新潟,芝,2000.0,短縮200-399,139,139,139,-0.05127730132016808,0.2862509510267037,0.007478527357647896,-0.011007791325873921,0.1536250277710881,0.0012040717792043138
COURSE,新潟,芝,2000.0,短縮400m+,156,156,156,-0.04643502129803194,0.27827109518202886,-0.021160100201842974,-0.010498352641294178,0.1572836624941902,-0.0035880169907472866
COURSE,新潟,芝,2200.0,同距離,100,100,100,-0.009349719372943668,-0.04734839660956336,0.03161796013160441,-0.0016999489768988489,-0.021521998458892435,0.004311540017946055
COURSE,新潟,芝,2200.0,延長200-399,277,277,277,-0.025198094824207214,0.021111496924735684,0.0010403428030845568,-0.00703261689300292,0.01473018803060903,0.00021776445072122587
COURSE,新潟,芝,2200.0,延長400m+,171,171,171,0.0025216256562960865,0.01806492950074412,-0.05499022700289852,0.0005927120099335132,0.010615474036519742,-0.009694153420098604
COURSE,新潟,芝,2200.0,短縮200-399,140,140,140,0.013507423484199185,-0.00327662827518993,0.021617960131604413,0.002909291211981363,-0.0017643383020253469,0.003492132021259174
COURSE,新潟,芝,2200.0,短縮400m+,92,92,92,-0.00326276285120454,-0.04533317053839092,0.01944404708812615,-0.0005663663817185239,-0.019672885327980966,0.0025313948095862346
COURSE,新潟,芝,2400.0,同距離,65,65,65,0.06890595369970523,0.024712363064479215,0.023728431685473436,0.009684079979418033,0.008682722157789995,0.0025011049614417943
COURSE,新潟,芝,2400.0,延長200-399,77,77,77,-0.03299214819839667,0.003458816003651277,-0.006041798084756342,-0.0051581632716275,0.001351923006503291,-0.0007084544962328501
COURSE,新潟,芝,2400.0,延長400m+,178,178,178,-0.02876042486554975,0.010514908123659183,-0.033402078254025275,-0.006871618290023968,0.0062807169329239425,-0.005985473083103859
COURSE,新潟,芝,2400.0,短縮200-399,86,86,86,-0.026800665262727695,-0.04470534719362351,-0.002568527169624954,-0.004475450898241906,-0.018663397372095252,-0.0003216893251277855
COURSE,札幌,ダ,1000.0,同距離,679,679,679,0.0,0.0069291932381283505,0.009333011378538134,0.0,0.005888513402614705,0.002379392262588508
COURSE,札幌,ダ,1000.0,短縮200-399,317,317,317,0.0,0.008975249958785625,0.015814058381228124,0.0,0.006510650427768977,0.0034414575561894614
COURSE,札幌,ダ,1000.0,短縮400m+,166,166,166,0.0,0.004853654121272477,-0.02776087225614788,0.0,0.0028171558885707383,-0.004833886148098477
COURSE,札幌,ダ,1700.0,同距離,2095,2095,2095,-0.0010792857441129095,0.005171172968828519,0.0038042486363650957,-0.00040832571267115946,0.004891019128530812,0.0010794448162327144
COURSE,札幌,ダ,1700.0,延長1-199,221,221,221,0.004244745832901964,-0.01489371477071011,0.031027004821637075,0.0011003974534561103,-0.00965252482207312,0.006032523224852017
COURSE,札幌,ダ,1700.0,延長200-399,249,249,249,0.03977146810661218,0.021041400731542703,0.0032598275151259626,0.010735062936093696,0.014198668786325565,0.0006599163018425729
COURSE,札幌,ダ,1700.0,延長400m+,318,318,318,0.037384561991586046,0.041802810354057085,-0.022730927959603145,0.010856886496186633,0.030349985599520898,-0.004950982939146438
COURSE,札幌,ダ,1700.0,短縮1-199,529,529,529,0.012387831480713499,0.0013844239731926056,0.00256897336127046,0.00403892933947454,0.0011284441938657756,0.0006281911747821603
COURSE,札幌,ダ,1700.0,短縮200-399,161,161,161,-0.047833610593280555,-0.06301559599663564,0.007699948246498653,-0.01096257837084437,-0.03610502119380192,0.0013235142359640034
COURSE,札幌,ダ,1700.0,短縮400m+,138,138,138,-0.06543195427858076,-0.16766864366210565,-0.0005816252524661475,-0.013999394868905649,-0.08968322800531232,-9.333056376782366e-05
COURSE,札幌,ダ,2400.0,延長400m+,80,80,80,0.02133956386292836,0.018119284985523287,0.008060747663551401,0.0034143302180685378,0.007247713994209315,0.0009672897196261682
COURSE,札幌,芝,1200.0,同距離,1500,1500,1500,0.0,0.003855180219734633,0.006423426172107685,0.0,0.0035696113145691046,0.0017842850478076901
COURSE,札幌,芝,1200.0,延長200-399,147,147,147,0.0,0.004494602890789956,-0.0008826962768719027,0.0,0.0024745566477382902,-0.0001457936547192918
COURSE,札幌,芝,1200.0,短縮200-399,208,208,208,0.0,0.0070580569014575545,0.012820862069543582,0.0,0.004475840961899913,0.0024390908327424376
COURSE,札幌,芝,1200.0,短縮400m+,145,145,145,0.0,0.00280428367056218,-0.020634045092260134,0.0,0.0015344193669113815,-0.0033870979679747767
COURSE,札幌,芝,1500.0,同距離,263,263,263,0.0,0.0014575655023014722,0.027416118270796777,0.0,0.0010008870159406975,0.005647863528892599
COURSE,札幌,芝,1500.0,延長1-199,159,159,159,0.0,-0.003328603429430199,0.049225430273092494,0.0,-0.0018969460404279631,0.008415960659593233
COURSE,札幌,芝,1500.0,延長200-399,295,295,295,0.0,0.0035255395967626058,-0.0421720753233258,0.0,0.002506106460349322,-0.008993322087022488
COURSE,札幌,芝,1500.0,短縮1-199,157,157,157,0.0,-0.001072945152860827,-4.74936543200799e-05,0.0,-0.0006081313682279777,-8.075635806771708e-06
COURSE,札幌,芝,1500.0,短縮200-399,242,242,242,0.0,-0.0010285133369654087,0.0080590494840702,0.0,-0.000687569689352566,0.0016162624103411502
COURSE,札幌,芝,1500.0,短縮400m+,77,77,77,0.0,-0.0063543252005575646,-0.05687601545099474,0.0,-0.002483670256055495,-0.0066692180554212095
COURSE,札幌,芝,1800.0,同距離,571,571,571,0.059358821624055036,-0.2464144109607651,0.04437877781376785,0.019620195164883027,-0.20362174914413442,0.011001569666423202
COURSE,札幌,芝,1800.0,延長1-199,49,49,49,0.02250975625359862,-0.3229003209548421,-0.05780500287889451,0.0026105989501214967,-0.09362198654903706,-0.005028009126152362
COURSE,札幌,芝,1800.0,延長200-399,140,140,140,0.06128526645768026,-0.2604792188143522,0.00035826242722794555,0.013199903544731132,-0.1402580409000358,5.787316132143735e-05
COURSE,札幌,芝,1800.0,延長400m+,61,61,61,0.076039364818336,-0.2572341035990965,-0.04542628089829898,0.010250610505897229,-0.08669215646157397,-0.004592822875352881
COURSE,札幌,芝,1800.0,短縮200-399,221,221,221,0.03368345650292913,-0.33992033370391567,-0.03296429736592008,0.008732016289908901,-0.22030027492247906,-0.006409187435074785
COURSE,札幌,芝,1800.0,短縮400m+,53,53,53,0.0367569645708878,-0.2775473831298211,0.05386230555391258,0.004504321669958505,-0.08502896708601455,0.004950350626053237
COURSE,札幌,芝,2000.0,同距離,759,759,759,0.02260825426698275,-0.0841332920993435,0.01732677524155421,0.007808721269005646,-0.07264751843390412,0.0044884035523343494
COURSE,札幌,芝,2000.0,延長200-399,535,535,535,0.012838882368395088,-0.0805317954248167,-0.017170164903496467,0.00419468828524664,-0.06577787870576632,-0.004207345751162111
COURSE,札幌,芝,2000.0,延長400m+,147,147,147,0.009164141443987944,-0.04156655237603357,-0.044838802451973796,0.0020181704753052102,-0.02288495580253534,-0.007405959506112526
COURSE,札幌,芝,2000.0,短縮200-399,55,55,55,-0.02930215416516481,-0.16178116391717579,-0.006125135166877946,-0.0036836993807635764,-0.05084550865968382,-0.0005775127443056348
COURSE,札幌,芝,2000.0,短縮400m+,186,186,186,-0.049536758270736655,-0.1892490962238177,-0.019712622947914107,-0.012044231422688912,-0.11503376437134015,-0.0035946547728549247
COURSE,札幌,芝,2600.0,同距離,272,272,272,-0.0014803988649856048,-0.0010064764450933295,0.00783844156889578,-0.0004108862155878413,-0.0006983714108810857,0.001631675591892591
COURSE,札幌,芝,2600.0,延長200-399,66,66,66,-0.002928705460351025,-0.050384160740892636,0.02566375351185478,-0.00041568722663046806,-0.017878250585478032,0.002731947954487767
COURSE,札幌,芝,2600.0,延長400m+,288,288,288,0.015063718782073215,0.019295751623678803,-0.014424630326529062,0.0042532853031736146,0.013620530557890921,-0.0030546275985590954
COURSE,東京,ダ,1300.0,同距離,212,212,212,0.0,-0.00044100523131063163,0.018101960480133406,0.0,-0.00028160575011401776,0.0034677249594472423
COURSE,東京,ダ,1300.0,延長1-199,1028,1028,1028,0.0,-0.0003163566029726894,-0.0016286026209604842,0.0,-0.00028328796851561386,-0.000437509623958374
COURSE,東京,ダ,1300.0,短縮1-199,426,426,426,0.0,0.0008918400442001762,-0.0010760003667086432,0.0,0.0006958312432770606,-0.0002518550308889461
COURSE,東京,ダ,1300.0,短縮200-399,117,117,117,0.0,-0.00013462686796561485,0.01866638557286039,0.0,-6.646136519821493e-05,0.0027645153316767923
COURSE,東京,ダ,1300.0,短縮400m+,135,135,135,0.0,-5.167088757374039e-05,-0.01495184804537323,0.0,-2.7355175774333146e-05,-0.0023747052777945716
COURSE,東京,ダ,1400.0,同距離,2998,2998,2998,0.0,-0.002333000767797966,0.02180614472861947,0.0,-0.002243212412398429,0.006290072664823717
COURSE,東京,ダ,1400.0,延長1-199,360,360,360,0.0,-0.0026241320354136732,-0.0015872286313983186,0.0,-0.001968099026560255,-0.00035712644206462165
COURSE,東京,ダ,1400.0,延長200-399,2355,2355,2355,0.0,-0.002349873090772503,-0.027064935637767747,0.0,-0.0022359398500077757,-0.0077258089002355205
COURSE,東京,ダ,1400.0,延長400m+,47,47,47,0.0,-0.002999679458832727,-0.025700703808703283,0.0,-0.0008442211650607075,-0.0021699396628905164
COURSE,東京,ダ,1400.0,短縮200-399,1098,1098,1098,0.0,-0.0026080135151966832,-0.009055352492964804,0.0,-0.00235106637084233,-0.0024489598613978703
COURSE,東京,ダ,1400.0,短縮400m+,702,702,702,0.0,-0.0020662485608635706,-0.007000334044503731,0.0,-0.0017646064351900565,-0.0017935162405991309
COURSE,東京,ダ,1600.0,同距離,2987,2987,2987,0.0,-0.00046140784771653287,0.013900972383402543,0.0,-0.0004435871390824859,0.004009224767546514
COURSE,東京,ダ,1600.0,延長200-399,1330,1330,1330,0.0,5.615703545758244e-05,-0.021339958870074296,0.0,5.1509556661092856e-05,-0.005872167992523892
COURSE,東京,ダ,1600.0,延長400m+,506,506,506,0.0,0.001444587775503825,-0.04574484460219115,0.0,0.0011676699910621972,-0.01109275944187319
COURSE,東京,ダ,1600.0,短縮1-199,586,586,586,0.0,-0.00034930206017813603,-0.019972205014445465,0.0,-0.0002899306051903509,-0.004973248784050301
COURSE,東京,ダ,1600.0,短縮200-399,2906,2906,2906,0.0,0.00038923668584311955,0.00762163989628413,0.0,0.00037380099440188547,0.0021958181300662603
COURSE,東京,ダ,1600.0,短縮400m+,450,450,450,0.0,-0.0009425719344491323,-0.002793592955287333,0.0,-0.0007441357377229993,-0.0006616404367785788
COURSE,東京,ダ,2100.0,同距離,869,869,869,0.005311445636942927,-0.007321744905408933,0.02341419882107043,0.0018667932289194757,-0.006433363319312804,0.006171973339386311
COURSE,東京,ダ,2100.0,延長1-199,182,182,182,0.008586651443794308,0.008005392981131454,0.002782931354359919,0.002069894785126575,0.004824442127701737,0.0005031392448610979
